,Date,Daily Max 8-hour CO Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,CBSA_NAME,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
487,08/06/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/06/2020,Erie,54,8791,3434,248795
488,08/06/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/06/2020,Erie,54,8791,3434,248795
489,08/07/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/07/2020,Erie,59,8850,4495,253290
490,08/07/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/07/2020,Erie,59,8850,4495,253290
491,08/08/2020,0.3,3,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/08/2020,Erie,54,8904,2649,255939
492,08/08/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/08/2020,Erie,54,8904,2649,255939
493,08/09/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/09/2020,Erie,14,8918,1745,257684
494,08/09/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/09/2020,Erie,14,8918,1745,257684
495,08/10/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/10/2020,Erie,69,8987,4022,261706
496,08/10/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/10/2020,Erie,69,8987,4022,261706
497,08/11/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/11/2020,Erie,26,9013,3239,264945
498,08/11/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/11/2020,Erie,26,9013,3239,264945
499,08/12/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/12/2020,Erie,20,9033,2742,267687
500,08/12/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/12/2020,Erie,20,9033,2742,267687
501,08/13/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/13/2020,Erie,31,9064,3467,271154
502,08/13/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/13/2020,Erie,31,9064,3467,271154
503,08/14/2020,0.1,1,BUFFALO,21,88.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/14/2020,Erie,50,9114,3109,274263
504,08/14/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/14/2020,Erie,50,9114,3109,274263
505,08/19/2020,0.2,2,BUFFALO,6,25.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/19/2020,Erie,42,9283,3339,288484
506,08/19/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/19/2020,Erie,42,9283,3339,288484
507,08/20/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/20/2020,Erie,81,9364,4163,292647
508,08/20/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/20/2020,Erie,81,9364,4163,292647
509,08/21/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/21/2020,Erie,49,9413,3703,296350
510,08/21/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/21/2020,Erie,49,9413,3703,296350
511,08/22/2020,0.3,3,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/22/2020,Erie,52,9465,2255,298605
512,08/22/2020,0.4,5,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/22/2020,Erie,52,9465,2255,298605
513,08/23/2020,0.4,5,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/23/2020,Erie,26,9491,1452,300057
514,08/23/2020,0.4,5,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/23/2020,Erie,26,9491,1452,300057
515,08/24/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/24/2020,Erie,55,9546,3320,303377
516,08/24/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/24/2020,Erie,55,9546,3320,303377
517,08/25/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/25/2020,Erie,43,9589,2649,306026
518,08/25/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/25/2020,Erie,43,9589,2649,306026
519,08/26/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/26/2020,Erie,79,9668,3893,309919
520,08/26/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/26/2020,Erie,79,9668,3893,309919
521,08/27/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/27/2020,Erie,45,9713,4199,314118
522,08/27/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/27/2020,Erie,45,9713,4199,314118
523,08/28/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/28/2020,Erie,28,9741,3012,317130
524,08/28/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/28/2020,Erie,28,9741,3012,317130
525,08/29/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/29/2020,Erie,66,9807,3774,320904
526,08/29/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/29/2020,Erie,66,9807,3774,320904
527,08/30/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/30/2020,Erie,65,9872,2691,323595
528,08/30/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/30/2020,Erie,65,9872,2691,323595
529,08/31/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,08/31/2020,Erie,75,9947,3839,327434
530,08/31/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/31/2020,Erie,75,9947,3839,327434
531,09/01/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/01/2020,Erie,70,10017,4364,331798
532,09/01/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/01/2020,Erie,70,10017,4364,331798
533,09/02/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/02/2020,Erie,69,10086,3801,335599
534,09/02/2020,0.2,2,Buffalo Near-Road,18,75.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/02/2020,Erie,69,10086,3801,335599
535,09/03/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/03/2020,Erie,70,10156,3606,339205
536,09/03/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/03/2020,Erie,70,10156,3606,339205
537,09/04/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/04/2020,Erie,56,10212,4124,343329
538,09/04/2020,0.2,2,Buffalo Near-Road,19,79.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/04/2020,Erie,56,10212,4124,343329
539,09/05/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/05/2020,Erie,54,10266,2017,345346
540,09/06/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/06/2020,Erie,54,10320,2176,347522
541,09/07/2020,0.2,2,BUFFALO,23,96.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/07/2020,Erie,26,10346,2250,349772
542,09/07/2020,0.2,2,Buffalo Near-Road,19,79.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/07/2020,Erie,26,10346,2250,349772
543,09/08/2020,0.1,1,BUFFALO,14,58.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/08/2020,Erie,48,10394,2523,352295
544,09/08/2020,0.2,2,Buffalo Near-Road,2,8.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/08/2020,Erie,48,10394,2523,352295
545,09/09/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/09/2020,Erie,50,10444,4218,356513
546,09/09/2020,0.3,3,Buffalo Near-Road,7,29.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/09/2020,Erie,50,10444,4218,356513
547,09/10/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/10/2020,Erie,59,10503,3118,359631
548,09/10/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/10/2020,Erie,59,10503,3118,359631
549,09/11/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/11/2020,Erie,64,10567,3728,363359
550,09/11/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/11/2020,Erie,64,10567,3728,363359
551,09/12/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/12/2020,Erie,70,10637,3130,366489
552,09/12/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/12/2020,Erie,70,10637,3130,366489
553,09/13/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/13/2020,Erie,31,10668,2288,368777
554,09/13/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/13/2020,Erie,31,10668,2288,368777
555,09/14/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/14/2020,Erie,48,10716,2882,371659
556,09/14/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/14/2020,Erie,48,10716,2882,371659
557,09/15/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/15/2020,Erie,36,10752,2568,374227
558,09/15/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/15/2020,Erie,36,10752,2568,374227
559,09/16/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/16/2020,Erie,81,10833,4437,378664
560,09/16/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/16/2020,Erie,81,10833,4437,378664
561,09/17/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/17/2020,Erie,40,10873,2670,381334
562,09/17/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/17/2020,Erie,40,10873,2670,381334
563,09/18/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/18/2020,Erie,44,10917,4544,385878
564,09/18/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/18/2020,Erie,44,10917,4544,385878
565,09/19/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/19/2020,Erie,82,10999,4104,389982
566,09/19/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/19/2020,Erie,82,10999,4104,389982
567,09/20/2020,0.1,1,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/20/2020,Erie,43,11042,2187,392169
568,09/20/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/20/2020,Erie,43,11042,2187,392169
569,09/21/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/21/2020,Erie,40,11082,2592,394761
570,09/21/2020,0.4,5,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/21/2020,Erie,40,11082,2592,394761
571,09/22/2020,0.3,3,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/22/2020,Erie,30,11112,3058,397819
572,09/22/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/22/2020,Erie,30,11112,3058,397819
573,09/23/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/23/2020,Erie,89,11201,4107,401926
574,09/23/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/23/2020,Erie,89,11201,4107,401926
575,09/24/2020,0.2,2,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/24/2020,Erie,50,11251,3783,405709
576,09/24/2020,0.4,5,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/24/2020,Erie,50,11251,3783,405709
577,09/25/2020,0.5,6,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/25/2020,Erie,57,11308,3901,409610
578,09/25/2020,0.5,6,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/25/2020,Erie,57,11308,3901,409610
579,09/26/2020,0.5,6,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/26/2020,Erie,34,11342,3908,413518
580,09/26/2020,0.6,7,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/26/2020,Erie,34,11342,3908,413518
581,09/27/2020,0.3,3,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/27/2020,Erie,17,11359,1515,415033
582,09/27/2020,0.4,5,Buffalo Near-Road,16,67.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/27/2020,Erie,17,11359,1515,415033
583,09/28/2020,0.3,3,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/28/2020,Erie,86,11445,5162,420195
584,09/28/2020,0.4,5,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/28/2020,Erie,86,11445,5162,420195
585,09/29/2020,0.2,2,BUFFALO,10,42.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,09/29/2020,Erie,55,11500,5326,425521
586,09/29/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/29/2020,Erie,55,11500,5326,425521
587,06/11/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/11/2020,Erie,58,6717,3047,94942
588,06/12/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/12/2020,Erie,36,6753,2819,97761
589,06/13/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/13/2020,Erie,32,6785,2624,100385
590,06/14/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/14/2020,Erie,32,6817,1796,102181
591,06/15/2020,0.1,1,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/15/2020,Erie,35,6852,2174,104355
592,06/16/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/16/2020,Erie,30,6882,2419,106774
593,06/17/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/17/2020,Erie,38,6920,2888,109662
594,06/18/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/18/2020,Erie,35,6955,3405,113067
595,06/19/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/19/2020,Erie,25,6980,3055,116122
596,06/20/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/20/2020,Erie,24,7004,2204,118326
597,06/21/2020,0.4,5,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/21/2020,Erie,31,7035,2224,120550
598,06/22/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/22/2020,Erie,38,7073,2083,122633
599,06/23/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/23/2020,Erie,35,7108,2861,125494
600,06/24/2020,0.2,2,Buffalo Near-Road,20,83.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/24/2020,Erie,30,7138,3065,128559
601,06/25/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/25/2020,Erie,43,7181,2620,131179
602,06/26/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/26/2020,Erie,25,7206,2428,133607
603,06/27/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/27/2020,Erie,22,7228,2116,135723
604,06/28/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/28/2020,Erie,21,7249,1787,137510
605,06/29/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,06/29/2020,Erie,43,7292,2534,140044
606,07/24/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,07/24/2020,Erie,48,8282,4090,207658
607,07/25/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,07/25/2020,Erie,19,8301,1879,209537
608,07/26/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,07/26/2020,Erie,26,8327,1845,211382
609,08/15/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/15/2020,Erie,33,9147,2644,276907
610,08/16/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/16/2020,Erie,10,9157,1992,278899
611,08/17/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/17/2020,Erie,30,9187,2900,281799
612,08/18/2020,0.3,3,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,08/18/2020,Erie,54,9241,3346,285145
613,09/30/2020,0.2,2,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,09/30/2020,Erie,74,11574,3856,429377
614,10/01/2020,0.1,1,Buffalo Near-Road,2,8.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,10/01/2020,Erie,63,11637,5162,434539
615,03/01/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,03/01/2020,Monroe,0,0,0,0
616,03/01/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,03/01/2020,Monroe,0,0,0,0
617,03/02/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,03/02/2020,Monroe,0,0,0,0
618,03/02/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,03/02/2020,Monroe,0,0,0,0
619,03/03/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,03/03/2020,Monroe,0,0,0,0
620,03/03/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,03/03/2020,Monroe,0,0,0,0
621,03/04/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,03/04/2020,Monroe,0,0,0,0
622,03/04/2020,0.3,3,ROCHESTER 2,18,75.0,"Rochester, NY",Monroe,43.14618,-77.54817,03/04/2020,Monroe,0,0,0,0
623,03/05/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,03/05/2020,Monroe,0,0,0,0
624,03/05/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,03/05/2020,Monroe,0,0,0,0
625,03/06/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,03/06/2020,Monroe,0,0,0,0
626,03/06/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,03/06/2020,Monroe,0,0,0,0
627,03/07/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,03/07/2020,Monroe,0,0,2,2
628,03/07/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,03/07/2020,Monroe,0,0,2,2
