"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"09/12/2020","AQS","360750003","1","0.035","ppm","32","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/13/2020","AQS","360750003","1","0.024","ppm","22","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/14/2020","AQS","360750003","1","0.026","ppm","24","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/15/2020","AQS","360750003","1","0.025","ppm","23","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/16/2020","AQS","360750003","1","0.036","ppm","33","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/17/2020","AQS","360750003","1","0.023","ppm","21","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/18/2020","AQS","360750003","1","0.028","ppm","26","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/19/2020","AQS","360750003","1","0.026","ppm","24","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/20/2020","AQS","360750003","1","0.029","ppm","27","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/21/2020","AQS","360750003","1","0.032","ppm","30","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/22/2020","AQS","360750003","1","0.036","ppm","33","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/23/2020","AQS","360750003","1","0.046","ppm","43","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/24/2020","AQS","360750003","1","0.052","ppm","48","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/25/2020","AQS","360750003","1","0.056","ppm","54","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/26/2020","AQS","360750003","1","0.044","ppm","41","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/27/2020","AQS","360750003","1","0.037","ppm","34","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/28/2020","AQS","360750003","1","0.039","ppm","36","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/29/2020","AQS","360750003","1","0.027","ppm","25","FULTON","17","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"09/30/2020","AirNow","360750003","1","0.028","ppm","26","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/01/2020","AirNow","360750003","1","0.029","ppm","27","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/02/2020","AirNow","360750003","1","0.03","ppm","28","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/03/2020","AirNow","360750003","1","0.028","ppm","26","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/04/2020","AirNow","360750003","1","0.028","ppm","26","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/05/2020","AirNow","360750003","1","0.026","ppm","24","FULTON","23","96.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/06/2020","AirNow","360750003","1","0.038","ppm","35","FULTON","19","79.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/07/2020","AirNow","360750003","1","0.038","ppm","35","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/08/2020","AirNow","360750003","1","0.025","ppm","23","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/09/2020","AirNow","360750003","1","0.041","ppm","38","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/10/2020","AirNow","360750003","1","0.042","ppm","39","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/11/2020","AirNow","360750003","1","0.024","ppm","22","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/12/2020","AirNow","360750003","1","0.032","ppm","30","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/13/2020","AirNow","360750003","1","0.029","ppm","27","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/14/2020","AirNow","360750003","1","0.037","ppm","34","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/15/2020","AirNow","360750003","1","0.044","ppm","41","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/16/2020","AirNow","360750003","1","0.023","ppm","21","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/17/2020","AirNow","360750003","1","0.035","ppm","32","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/18/2020","AirNow","360750003","1","0.041","ppm","38","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/19/2020","AirNow","360750003","1","0.035","ppm","32","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/20/2020","AirNow","360750003","1","0.026","ppm","24","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/21/2020","AirNow","360750003","1","0.019","ppm","18","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/22/2020","AirNow","360750003","1","0.018","ppm","17","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/23/2020","AirNow","360750003","1","0.038","ppm","35","FULTON","18","75.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/24/2020","AirNow","360750003","1","0.019","ppm","18","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/25/2020","AirNow","360750003","1","0.029","ppm","27","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/26/2020","AirNow","360750003","1","0.021","ppm","19","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/27/2020","AirNow","360750003","1","0.02","ppm","19","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/28/2020","AirNow","360750003","1","0.023","ppm","21","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/29/2020","AirNow","360750003","1","0.024","ppm","22","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/30/2020","AirNow","360750003","1","0.033","ppm","31","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"10/31/2020","AirNow","360750003","1","0.032","ppm","30","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/01/2020","AirNow","360750003","1","0.028","ppm","26","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/02/2020","AirNow","360750003","1","0.037","ppm","34","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/03/2020","AirNow","360750003","1","0.03","ppm","28","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/04/2020","AirNow","360750003","1","0.04","ppm","37","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/05/2020","AirNow","360750003","1","0.045","ppm","42","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/06/2020","AirNow","360750003","1","0.054","ppm","50","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/07/2020","AirNow","360750003","1","0.054","ppm","50","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/08/2020","AirNow","360750003","1","0.048","ppm","44","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/09/2020","AirNow","360750003","1","0.044","ppm","41","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/10/2020","AirNow","360750003","1","0.036","ppm","33","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/11/2020","AirNow","360750003","1","0.029","ppm","27","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/12/2020","AirNow","360750003","1","0.027","ppm","25","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/13/2020","AirNow","360750003","1","0.032","ppm","30","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/14/2020","AirNow","360750003","1","0.033","ppm","31","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/15/2020","AirNow","360750003","1","0.036","ppm","33","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/16/2020","AirNow","360750003","1","0.032","ppm","30","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/17/2020","AirNow","360750003","1","0.038","ppm","35","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/18/2020","AirNow","360750003","1","0.036","ppm","33","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/19/2020","AirNow","360750003","1","0.034","ppm","31","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/20/2020","AirNow","360750003","1","0.04","ppm","37","FULTON","18","75.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/21/2020","AirNow","360750003","1","0.027","ppm","25","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/22/2020","AirNow","360750003","1","0.024","ppm","22","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/23/2020","AirNow","360750003","1","0.03","ppm","28","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/24/2020","AirNow","360750003","1","0.027","ppm","25","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/25/2020","AirNow","360750003","1","0.027","ppm","25","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/26/2020","AirNow","360750003","1","0.021","ppm","19","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/27/2020","AirNow","360750003","1","0.023","ppm","21","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/28/2020","AirNow","360750003","1","0.029","ppm","27","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/29/2020","AirNow","360750003","1","0.03","ppm","28","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"11/30/2020","AirNow","360750003","1","0.026","ppm","24","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"12/01/2020","AirNow","360750003","1","0.022","ppm","20","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"12/02/2020","AirNow","360750003","1","0.038","ppm","35","FULTON","24","100.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"12/03/2020","AirNow","360750003","1","0.031","ppm","29","FULTON","22","92.0000","44201","Ozone","45060","Syracuse, NY","36","New York","075","Oswego","43.28428","-76.46324"
"01/01/2020","AirNow","360790005","1","0.034","ppm","31","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/02/2020","AirNow","360790005","1","0.029","ppm","27","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/03/2020","AirNow","360790005","1","0.008","ppm","7","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/04/2020","AirNow","360790005","1","0.028","ppm","26","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/05/2020","AirNow","360790005","1","0.035","ppm","32","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/06/2020","AirNow","360790005","1","0.033","ppm","31","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/07/2020","AirNow","360790005","1","0.031","ppm","29","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/08/2020","AirNow","360790005","1","0.036","ppm","33","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/09/2020","AirNow","360790005","1","0.031","ppm","29","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/10/2020","AirNow","360790005","1","0.024","ppm","22","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/11/2020","AirNow","360790005","1","0.035","ppm","32","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/12/2020","AirNow","360790005","1","0.034","ppm","31","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/13/2020","AirNow","360790005","1","0.022","ppm","20","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/14/2020","AirNow","360790005","1","0.018","ppm","17","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/15/2020","AirNow","360790005","1","0.028","ppm","26","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/16/2020","AirNow","360790005","1","0.034","ppm","31","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/17/2020","AirNow","360790005","1","0.04","ppm","37","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/18/2020","AirNow","360790005","1","0.037","ppm","34","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/19/2020","AirNow","360790005","1","0.037","ppm","34","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/20/2020","AirNow","360790005","1","0.042","ppm","39","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/21/2020","AirNow","360790005","1","0.038","ppm","35","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/22/2020","AirNow","360790005","1","0.036","ppm","33","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/23/2020","AirNow","360790005","1","0.016","ppm","15","MT NINHAM","23","96.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/24/2020","AirNow","360790005","1","0.031","ppm","29","MT NINHAM","18","75.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/25/2020","AirNow","360790005","1","0.036","ppm","33","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/26/2020","AirNow","360790005","1","0.026","ppm","24","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/27/2020","AirNow","360790005","1","0.027","ppm","25","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/28/2020","AirNow","360790005","1","0.035","ppm","32","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/29/2020","AirNow","360790005","1","0.04","ppm","37","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/30/2020","AirNow","360790005","1","0.036","ppm","33","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"01/31/2020","AirNow","360790005","1","0.026","ppm","24","MT NINHAM","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/01/2020","AQS","360790005","1","0.019","ppm","18","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/02/2020","AQS","360790005","1","0.029","ppm","27","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/03/2020","AQS","360790005","1","0.036","ppm","33","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/04/2020","AQS","360790005","1","0.036","ppm","33","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/05/2020","AQS","360790005","1","0.036","ppm","33","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/06/2020","AQS","360790005","1","0.026","ppm","24","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/07/2020","AQS","360790005","1","0.037","ppm","34","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/08/2020","AQS","360790005","1","0.037","ppm","34","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/09/2020","AQS","360790005","1","0.03","ppm","28","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/10/2020","AQS","360790005","1","0.026","ppm","24","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/11/2020","AQS","360790005","1","0.035","ppm","32","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/12/2020","AQS","360790005","1","0.039","ppm","36","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/13/2020","AQS","360790005","1","0.035","ppm","32","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/14/2020","AQS","360790005","1","0.037","ppm","34","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/15/2020","AQS","360790005","1","0.036","ppm","33","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/16/2020","AQS","360790005","1","0.03","ppm","28","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/17/2020","AQS","360790005","1","0.04","ppm","37","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/18/2020","AQS","360790005","1","0.037","ppm","34","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/19/2020","AQS","360790005","1","0.042","ppm","39","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/20/2020","AQS","360790005","1","0.041","ppm","38","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/21/2020","AQS","360790005","1","0.042","ppm","39","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/22/2020","AQS","360790005","1","0.042","ppm","39","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/23/2020","AQS","360790005","1","0.047","ppm","44","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/24/2020","AQS","360790005","1","0.042","ppm","39","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/25/2020","AQS","360790005","1","0.024","ppm","22","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/26/2020","AQS","360790005","1","0.04","ppm","37","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/27/2020","AQS","360790005","1","0.042","ppm","39","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/28/2020","AQS","360790005","1","0.042","ppm","39","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"02/29/2020","AQS","360790005","1","0.039","ppm","36","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"03/01/2020","AQS","360790005","1","0.042","ppm","39","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"03/02/2020","AQS","360790005","1","0.04","ppm","37","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"03/03/2020","AQS","360790005","1","0.037","ppm","34","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"03/04/2020","AQS","360790005","1","0.041","ppm","38","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"03/05/2020","AQS","360790005","1","0.04","ppm","37","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
"03/06/2020","AQS","360790005","1","0.038","ppm","35","MT NINHAM","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","079","Putnam","41.45589","-73.70977"
