,Date,Daily Max 8-hour Ozone Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
3620,07/21/2020,0.028999999999999998,27,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,07/21/2020,Niagara,7,1395,736,46644
3621,07/22/2020,0.044000000000000004,41,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,07/22/2020,Niagara,10,1405,586,47230
3622,07/23/2020,0.039,36,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,07/23/2020,Niagara,3,1408,707,47937
3623,07/24/2020,0.034,31,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,07/24/2020,Niagara,12,1420,1234,49171
3624,07/25/2020,0.047,44,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,07/25/2020,Niagara,2,1422,503,49674
3625,07/26/2020,0.057999999999999996,61,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,07/26/2020,Niagara,2,1424,335,50009
3626,07/27/2020,0.039,36,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,07/27/2020,Niagara,0,1424,698,50707
3627,07/28/2020,0.036000000000000004,33,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,07/28/2020,Niagara,6,1430,543,51250
3628,07/29/2020,0.044000000000000004,41,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,07/29/2020,Niagara,4,1434,860,52110
3629,07/30/2020,0.034,31,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,07/30/2020,Niagara,6,1440,515,52625
3630,07/31/2020,0.026000000000000002,24,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,07/31/2020,Niagara,4,1444,748,53373
3631,08/01/2020,0.032,30,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/01/2020,Niagara,2,1446,519,53892
3632,08/02/2020,0.032,30,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/02/2020,Niagara,3,1449,314,54206
3633,08/03/2020,0.033,31,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/03/2020,Niagara,9,1458,996,55202
3634,08/04/2020,0.037000000000000005,34,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/04/2020,Niagara,8,1466,1332,56534
3635,08/05/2020,0.028999999999999998,27,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/05/2020,Niagara,4,1470,639,57173
3636,08/06/2020,0.034,31,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/06/2020,Niagara,21,1491,646,57819
3637,08/07/2020,0.034,31,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/07/2020,Niagara,3,1494,997,58816
3638,08/08/2020,0.049,45,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/08/2020,Niagara,4,1498,462,59278
3639,08/09/2020,0.055,51,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/09/2020,Niagara,2,1500,283,59561
3640,08/10/2020,0.051,47,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/10/2020,Niagara,12,1512,925,60486
3641,08/11/2020,0.049,45,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/11/2020,Niagara,2,1514,652,61138
3642,08/12/2020,0.039,36,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/12/2020,Niagara,4,1518,551,61689
3643,08/13/2020,0.048,44,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/13/2020,Niagara,6,1524,821,62510
3644,08/14/2020,0.028999999999999998,27,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/14/2020,Niagara,5,1529,597,63107
3645,08/15/2020,0.042,39,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/15/2020,Niagara,3,1532,573,63680
3646,08/16/2020,0.036000000000000004,33,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/16/2020,Niagara,0,1532,319,63999
3647,08/17/2020,0.036000000000000004,33,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/17/2020,Niagara,3,1535,459,64458
3648,08/18/2020,0.03,28,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/18/2020,Niagara,9,1544,590,65048
3649,08/19/2020,0.028999999999999998,27,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/19/2020,Niagara,3,1547,757,65805
3650,08/20/2020,0.037000000000000005,34,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/20/2020,Niagara,9,1556,768,66573
3651,08/22/2020,0.055999999999999994,54,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/22/2020,Niagara,9,1575,646,67902
3652,08/23/2020,0.054000000000000006,50,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/23/2020,Niagara,1,1576,286,68188
3653,08/24/2020,0.05,46,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/24/2020,Niagara,10,1586,591,68779
3654,08/25/2020,0.034,31,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/25/2020,Niagara,4,1590,520,69299
3655,08/26/2020,0.025,23,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/26/2020,Niagara,5,1595,913,70212
3656,08/27/2020,0.043,40,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/27/2020,Niagara,5,1600,734,70946
3657,08/28/2020,0.025,23,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/28/2020,Niagara,5,1605,605,71551
3658,08/29/2020,0.04,37,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/29/2020,Niagara,7,1612,957,72508
3659,08/30/2020,0.028999999999999998,27,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/30/2020,Niagara,6,1618,532,73040
3660,08/31/2020,0.034,31,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,08/31/2020,Niagara,8,1626,856,73896
3661,09/01/2020,0.037000000000000005,34,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/01/2020,Niagara,6,1632,895,74791
3662,09/02/2020,0.035,32,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/02/2020,Niagara,3,1635,789,75580
3663,09/03/2020,0.047,44,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/03/2020,Niagara,3,1638,767,76347
3664,09/04/2020,0.037000000000000005,34,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/04/2020,Niagara,5,1643,806,77153
3665,09/05/2020,0.035,32,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/05/2020,Niagara,7,1650,503,77656
3666,09/06/2020,0.032,30,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/06/2020,Niagara,4,1654,394,78050
3667,09/07/2020,0.037000000000000005,34,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/07/2020,Niagara,5,1659,547,78597
3668,09/08/2020,0.02,19,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/08/2020,Niagara,4,1663,502,79099
3669,09/09/2020,0.022000000000000002,20,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/09/2020,Niagara,3,1666,637,79736
3670,09/10/2020,0.023,21,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/10/2020,Niagara,5,1671,724,80460
3671,09/11/2020,0.026000000000000002,24,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/11/2020,Niagara,7,1678,743,81203
3672,09/12/2020,0.032,30,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/12/2020,Niagara,7,1685,585,81788
3673,09/13/2020,0.034,31,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/13/2020,Niagara,4,1689,420,82208
3674,09/14/2020,0.027000000000000003,25,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/14/2020,Niagara,4,1693,679,82887
3675,09/15/2020,0.027999999999999997,26,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/15/2020,Niagara,1,1694,445,83332
3676,09/16/2020,0.039,36,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/16/2020,Niagara,9,1703,1145,84477
3677,09/17/2020,0.023,21,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/17/2020,Niagara,4,1707,486,84963
3678,09/18/2020,0.027999999999999997,26,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/18/2020,Niagara,7,1714,772,85735
3679,09/19/2020,0.03,28,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/19/2020,Niagara,10,1724,1161,86896
3680,09/20/2020,0.032,30,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/20/2020,Niagara,4,1728,444,87340
3681,09/21/2020,0.035,32,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/21/2020,Niagara,5,1733,564,87904
3682,09/22/2020,0.046,43,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/22/2020,Niagara,8,1741,711,88615
3683,09/23/2020,0.054000000000000006,50,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/23/2020,Niagara,15,1756,884,89499
3684,09/24/2020,0.057,58,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/24/2020,Niagara,10,1766,981,90480
3685,09/25/2020,0.064,80,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/25/2020,Niagara,7,1773,609,91089
3686,09/26/2020,0.05,46,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/26/2020,Niagara,4,1777,990,92079
3687,09/27/2020,0.042,39,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/27/2020,Niagara,3,1780,548,92627
3688,09/28/2020,0.038,35,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/28/2020,Niagara,3,1783,1727,94354
3689,09/29/2020,0.024,22,MIDDLEPORT,17,100.0,Niagara,43.223859999999995,-78.47888,09/29/2020,Niagara,5,1788,1119,95473
3690,09/30/2020,0.03,28,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,09/30/2020,Niagara,11,1799,1127,96600
3691,10/01/2020,0.027000000000000003,25,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/01/2020,Niagara,10,1809,1480,98080
3692,10/02/2020,0.023,21,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/02/2020,Niagara,4,1813,1139,99219
3693,10/03/2020,0.028999999999999998,27,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/03/2020,Niagara,15,1828,1260,100479
3694,10/04/2020,0.026000000000000002,24,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/04/2020,Niagara,6,1834,738,101217
3695,10/05/2020,0.027999999999999997,26,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/05/2020,Niagara,6,1840,906,102123
3696,10/06/2020,0.04,37,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/06/2020,Niagara,2,1842,640,102763
3697,10/07/2020,0.036000000000000004,33,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/07/2020,Niagara,13,1855,1305,104068
3698,10/09/2020,0.046,43,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/09/2020,Niagara,10,1882,890,106406
3699,10/10/2020,0.043,40,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/10/2020,Niagara,13,1895,870,107276
3700,10/11/2020,0.024,22,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/11/2020,Niagara,7,1902,1159,108435
3701,10/12/2020,0.026000000000000002,24,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/12/2020,Niagara,5,1907,495,108930
3702,10/13/2020,0.033,31,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/13/2020,Niagara,4,1911,899,109829
3703,10/14/2020,0.039,36,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/14/2020,Niagara,17,1928,1204,111033
3704,10/15/2020,0.040999999999999995,38,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/15/2020,Niagara,10,1938,1440,112473
3705,10/16/2020,0.031,29,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/16/2020,Niagara,8,1946,1287,113760
3706,10/17/2020,0.036000000000000004,33,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/17/2020,Niagara,12,1958,838,114598
3707,10/18/2020,0.037000000000000005,34,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/18/2020,Niagara,3,1961,437,115035
3708,10/19/2020,0.025,23,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/19/2020,Niagara,7,1968,996,116031
3709,10/21/2020,0.025,23,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/21/2020,Niagara,11,1997,1154,118280
3710,10/22/2020,0.021,19,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/22/2020,Niagara,19,2016,1220,119500
3711,10/23/2020,0.038,35,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/23/2020,Niagara,16,2032,1676,121176
3712,10/24/2020,0.022000000000000002,20,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/24/2020,Niagara,9,2041,767,121943
3713,10/25/2020,0.027999999999999997,26,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/25/2020,Niagara,9,2050,835,122778
3714,10/26/2020,0.02,19,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/26/2020,Niagara,15,2065,793,123571
3715,10/27/2020,0.026000000000000002,24,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/27/2020,Niagara,10,2075,840,124411
3716,10/28/2020,0.027999999999999997,26,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/28/2020,Niagara,13,2088,1043,125454
3717,10/29/2020,0.025,23,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/29/2020,Niagara,20,2108,1132,126586
3718,10/30/2020,0.027000000000000003,25,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/30/2020,Niagara,16,2124,1223,127809
3719,10/31/2020,0.034,31,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,10/31/2020,Niagara,13,2137,882,128691
3720,11/01/2020,0.03,28,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/01/2020,Niagara,18,2155,690,129381
3721,11/02/2020,0.036000000000000004,33,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/02/2020,Niagara,11,2166,1122,130503
3722,11/03/2020,0.025,23,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/03/2020,Niagara,25,2191,656,131159
3723,11/04/2020,0.045,42,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/04/2020,Niagara,40,2231,1301,132460
3724,11/05/2020,0.049,45,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/05/2020,Niagara,43,2274,1161,133621
3725,11/06/2020,0.053,49,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/06/2020,Niagara,39,2313,1519,135140
3726,11/07/2020,0.055999999999999994,54,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/07/2020,Niagara,41,2354,868,136008
3727,11/08/2020,0.054000000000000006,50,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/08/2020,Niagara,38,2392,813,136821
3728,11/09/2020,0.047,44,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/09/2020,Niagara,75,2467,1523,138344
3729,11/10/2020,0.037000000000000005,34,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/10/2020,Niagara,38,2505,945,139289
3730,11/11/2020,0.031,29,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/11/2020,Niagara,59,2564,1437,140726
3731,11/12/2020,0.03,28,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/12/2020,Niagara,52,2616,1486,142212
3732,11/13/2020,0.027000000000000003,25,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/13/2020,Niagara,62,2678,1293,143505
3733,11/14/2020,0.033,31,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/14/2020,Niagara,30,2708,841,144346
3734,11/15/2020,0.034,31,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/15/2020,Niagara,45,2753,1000,145346
3735,11/16/2020,0.03,28,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/16/2020,Niagara,45,2798,963,146309
3736,11/17/2020,0.037000000000000005,34,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/17/2020,Niagara,71,2869,1379,147688
3737,11/18/2020,0.033,31,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/18/2020,Niagara,65,2934,2123,149811
3738,11/19/2020,0.039,36,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/19/2020,Niagara,89,3023,1986,151797
3739,11/20/2020,0.04,37,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/20/2020,Niagara,65,3088,1608,153405
3740,11/21/2020,0.026000000000000002,24,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/21/2020,Niagara,64,3152,1633,155038
3741,11/22/2020,0.024,22,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/22/2020,Niagara,61,3213,1615,156653
3742,11/23/2020,0.022000000000000002,20,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/23/2020,Niagara,48,3261,698,157351
3743,11/24/2020,0.022000000000000002,20,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/24/2020,Niagara,105,3366,1631,158982
3744,11/25/2020,0.026000000000000002,24,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/25/2020,Niagara,79,3445,1564,160546
3745,11/26/2020,0.025,23,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/26/2020,Niagara,154,3599,1867,162413
3746,11/27/2020,0.023,21,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/27/2020,Niagara,83,3682,1303,163716
3747,11/28/2020,0.031,29,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/28/2020,Niagara,86,3768,1177,164893
3748,11/29/2020,0.031,29,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/29/2020,Niagara,106,3874,1507,166400
3749,11/30/2020,0.026000000000000002,24,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,11/30/2020,Niagara,145,4019,1478,167878
3750,12/01/2020,0.025,23,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,12/01/2020,Niagara,123,4142,1137,169015
3751,12/02/2020,0.037000000000000005,34,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,12/02/2020,Niagara,154,4296,2211,171226
3752,12/03/2020,0.032,30,MIDDLEPORT,24,100.0,Niagara,43.223859999999995,-78.47888,12/03/2020,Niagara,183,4479,1835,173061
3753,03/01/2020,0.040999999999999995,38,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/01/2020,Onondaga,0,0,0,0
3754,03/02/2020,0.046,43,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/02/2020,Onondaga,0,0,0,0
3755,03/03/2020,0.037000000000000005,34,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/03/2020,Onondaga,0,0,0,0
3756,03/04/2020,0.035,32,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/04/2020,Onondaga,0,0,0,0
3757,03/05/2020,0.038,35,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/05/2020,Onondaga,0,0,0,0
3758,03/06/2020,0.037000000000000005,34,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/06/2020,Onondaga,0,0,0,0
3759,03/07/2020,0.040999999999999995,38,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/07/2020,Onondaga,0,0,0,0
3760,03/08/2020,0.044000000000000004,41,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/08/2020,Onondaga,0,0,0,0
3761,03/09/2020,0.051,47,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/09/2020,Onondaga,0,0,1,1
3762,03/10/2020,0.040999999999999995,38,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/10/2020,Onondaga,0,0,0,1
3763,03/11/2020,0.035,32,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/11/2020,Onondaga,0,0,3,4
3764,03/12/2020,0.033,31,EAST SYRACUSE,13,76.0,Onondaga,43.05235,-76.05921,03/12/2020,Onondaga,0,0,1,5
3765,03/13/2020,0.039,36,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/13/2020,Onondaga,0,0,9,14
3766,03/14/2020,0.035,32,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/14/2020,Onondaga,0,0,18,32
3767,03/15/2020,0.042,39,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/15/2020,Onondaga,1,1,27,59
3768,03/16/2020,0.043,40,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/16/2020,Onondaga,1,2,55,114
3769,03/17/2020,0.034,31,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/17/2020,Onondaga,0,2,15,129
3770,03/18/2020,0.04,37,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/18/2020,Onondaga,3,5,98,227
3771,03/19/2020,0.03,28,EAST SYRACUSE,14,82.0,Onondaga,43.05235,-76.05921,03/19/2020,Onondaga,3,8,60,287
3772,03/20/2020,0.036000000000000004,33,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/20/2020,Onondaga,9,17,133,420
3773,03/21/2020,0.038,35,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/21/2020,Onondaga,12,29,157,577
3774,03/22/2020,0.04,37,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/22/2020,Onondaga,23,52,538,1115
3775,03/23/2020,0.033,31,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/23/2020,Onondaga,8,60,129,1244
3776,03/24/2020,0.037000000000000005,34,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/24/2020,Onondaga,5,65,124,1368
3777,03/25/2020,0.040999999999999995,38,EAST SYRACUSE,13,76.0,Onondaga,43.05235,-76.05921,03/25/2020,Onondaga,18,83,266,1634
3778,03/26/2020,0.044000000000000004,41,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/26/2020,Onondaga,32,115,444,2078
3779,03/27/2020,0.033,31,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/27/2020,Onondaga,14,129,352,2430
3780,03/28/2020,0.037000000000000005,34,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/28/2020,Onondaga,23,152,487,2917
3781,03/29/2020,0.039,36,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/29/2020,Onondaga,28,180,206,3123
3782,03/30/2020,0.036000000000000004,33,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/30/2020,Onondaga,14,194,139,3262
3783,03/31/2020,0.035,32,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,03/31/2020,Onondaga,23,217,163,3425
3784,04/01/2020,0.046,43,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/01/2020,Onondaga,17,234,191,3616
3785,04/02/2020,0.042,39,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/02/2020,Onondaga,18,252,195,3811
3786,04/03/2020,0.032,30,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/03/2020,Onondaga,10,262,221,4032
3787,04/04/2020,0.035,32,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/04/2020,Onondaga,6,268,131,4163
3788,04/05/2020,0.035,32,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/05/2020,Onondaga,3,271,89,4252
3789,04/06/2020,0.039,36,EAST SYRACUSE,16,94.0,Onondaga,43.05235,-76.05921,04/06/2020,Onondaga,64,335,689,4941
3790,04/07/2020,0.049,45,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/07/2020,Onondaga,12,347,126,5067
3791,04/08/2020,0.040999999999999995,38,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/08/2020,Onondaga,11,358,245,5312
3792,04/09/2020,0.044000000000000004,41,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/09/2020,Onondaga,11,369,148,5460
3793,04/10/2020,0.037000000000000005,34,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/10/2020,Onondaga,11,380,116,5576
3794,04/11/2020,0.044000000000000004,41,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/11/2020,Onondaga,17,397,169,5745
3795,04/12/2020,0.049,45,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/12/2020,Onondaga,19,416,142,5887
3796,04/13/2020,0.042,39,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/13/2020,Onondaga,15,431,120,6007
3797,04/14/2020,0.045,42,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/14/2020,Onondaga,18,449,219,6226
3798,04/15/2020,0.043,40,EAST SYRACUSE,16,94.0,Onondaga,43.05235,-76.05921,04/15/2020,Onondaga,13,462,134,6360
3799,04/16/2020,0.038,35,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/16/2020,Onondaga,21,483,181,6541
3800,04/17/2020,0.044000000000000004,41,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/17/2020,Onondaga,9,492,152,6693
3801,04/18/2020,0.049,45,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/18/2020,Onondaga,6,498,118,6811
3802,04/19/2020,0.047,44,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/19/2020,Onondaga,11,509,113,6924
3803,04/20/2020,0.043,40,EAST SYRACUSE,16,94.0,Onondaga,43.05235,-76.05921,04/20/2020,Onondaga,5,514,101,7025
3804,04/21/2020,0.042,39,EAST SYRACUSE,17,100.0,Onondaga,43.05235,-76.05921,04/21/2020,Onondaga,12,526,152,7177
