,Date,Daily Max 8-hour Ozone Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
1665,03/07/2020,0.046,43,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/07/2020,Essex,0,0,0,0
1666,03/07/2020,0.046,43,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/07/2020,Essex,0,0,0,0
1667,03/07/2020,0.042,39,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/07/2020,Essex,0,0,0,0
1668,03/08/2020,0.051,47,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/08/2020,Essex,0,0,0,0
1669,03/08/2020,0.052000000000000005,48,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/08/2020,Essex,0,0,0,0
1670,03/08/2020,0.046,43,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/08/2020,Essex,0,0,0,0
1671,03/09/2020,0.057,58,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/09/2020,Essex,0,0,0,0
1672,03/09/2020,0.057,58,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/09/2020,Essex,0,0,0,0
1673,03/09/2020,0.053,49,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/09/2020,Essex,0,0,0,0
1674,03/10/2020,0.047,44,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/10/2020,Essex,0,0,0,0
1675,03/10/2020,0.047,44,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/10/2020,Essex,0,0,0,0
1676,03/10/2020,0.040999999999999995,38,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/10/2020,Essex,0,0,0,0
1677,03/11/2020,0.047,44,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/11/2020,Essex,0,0,0,0
1678,03/11/2020,0.04,37,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/11/2020,Essex,0,0,0,0
1679,03/11/2020,0.037000000000000005,34,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/11/2020,Essex,0,0,0,0
1680,03/12/2020,0.042,39,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/12/2020,Essex,0,0,0,0
1681,03/12/2020,0.038,35,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/12/2020,Essex,0,0,0,0
1682,03/12/2020,0.037000000000000005,34,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/12/2020,Essex,0,0,0,0
1683,03/13/2020,0.040999999999999995,38,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/13/2020,Essex,0,0,2,2
1684,03/13/2020,0.040999999999999995,38,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/13/2020,Essex,0,0,2,2
1685,03/13/2020,0.04,37,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/13/2020,Essex,0,0,2,2
1686,03/14/2020,0.046,43,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/14/2020,Essex,0,0,1,3
1687,03/14/2020,0.043,40,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/14/2020,Essex,0,0,1,3
1688,03/14/2020,0.04,37,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/14/2020,Essex,0,0,1,3
1689,03/15/2020,0.046,43,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/15/2020,Essex,0,0,2,5
1690,03/15/2020,0.042,39,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/15/2020,Essex,0,0,2,5
1691,03/15/2020,0.040999999999999995,38,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/15/2020,Essex,0,0,2,5
1692,03/16/2020,0.045,42,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/16/2020,Essex,0,0,0,5
1693,03/16/2020,0.044000000000000004,41,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/16/2020,Essex,0,0,0,5
1694,03/16/2020,0.043,40,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/16/2020,Essex,0,0,0,5
1695,03/17/2020,0.044000000000000004,41,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/17/2020,Essex,1,1,2,7
1696,03/17/2020,0.042,39,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/17/2020,Essex,1,1,2,7
1697,03/17/2020,0.038,35,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/17/2020,Essex,1,1,2,7
1698,03/18/2020,0.047,44,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/18/2020,Essex,0,1,1,8
1699,03/18/2020,0.045,42,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/18/2020,Essex,0,1,1,8
1700,03/18/2020,0.044000000000000004,41,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/18/2020,Essex,0,1,1,8
1701,03/19/2020,0.045,42,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/19/2020,Essex,0,1,10,18
1702,03/19/2020,0.044000000000000004,41,WHITEFACE BASE,15,88.0,Essex,44.39308,-73.8589,03/19/2020,Essex,0,1,10,18
1703,03/19/2020,0.04,37,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/19/2020,Essex,0,1,10,18
1704,03/20/2020,0.04,37,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/20/2020,Essex,1,2,5,23
1705,03/20/2020,0.039,36,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/20/2020,Essex,1,2,5,23
1706,03/20/2020,0.037000000000000005,34,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/20/2020,Essex,1,2,5,23
1707,03/21/2020,0.043,40,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/21/2020,Essex,1,3,8,31
1708,03/21/2020,0.042,39,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/21/2020,Essex,1,3,8,31
1709,03/21/2020,0.04,37,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/21/2020,Essex,1,3,8,31
1710,03/22/2020,0.044000000000000004,41,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/22/2020,Essex,0,3,2,33
1711,03/22/2020,0.040999999999999995,38,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/22/2020,Essex,0,3,2,33
1712,03/22/2020,0.040999999999999995,38,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/22/2020,Essex,0,3,2,33
1713,03/23/2020,0.047,44,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/23/2020,Essex,0,3,11,44
1714,03/23/2020,0.042,39,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/23/2020,Essex,0,3,11,44
1715,03/23/2020,0.040999999999999995,38,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/23/2020,Essex,0,3,11,44
1716,03/24/2020,0.046,43,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/24/2020,Essex,1,4,6,50
1717,03/24/2020,0.043,40,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/24/2020,Essex,1,4,6,50
1718,03/24/2020,0.039,36,Huntington Wildlife Forest,14,82.0,Essex,43.9731,-74.2232,03/24/2020,Essex,1,4,6,50
1719,03/25/2020,0.051,47,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/25/2020,Essex,0,4,7,57
1720,03/25/2020,0.044000000000000004,41,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/25/2020,Essex,0,4,7,57
1721,03/25/2020,0.042,39,Huntington Wildlife Forest,24,100.0,Essex,43.9731,-74.2232,03/25/2020,Essex,0,4,7,57
1722,03/26/2020,0.049,45,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/26/2020,Essex,0,4,6,63
1723,03/26/2020,0.049,45,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/26/2020,Essex,0,4,6,63
1724,03/26/2020,0.046,43,Huntington Wildlife Forest,23,96.0,Essex,43.9731,-74.2232,03/26/2020,Essex,0,4,6,63
1725,03/27/2020,0.052000000000000005,48,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/27/2020,Essex,0,4,5,68
1726,03/27/2020,0.045,42,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/27/2020,Essex,0,4,5,68
1727,03/27/2020,0.037000000000000005,34,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/27/2020,Essex,0,4,5,68
1728,03/28/2020,0.053,49,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/28/2020,Essex,0,4,3,71
1729,03/28/2020,0.047,44,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/28/2020,Essex,0,4,3,71
1730,03/28/2020,0.04,37,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/28/2020,Essex,0,4,3,71
1731,03/29/2020,0.048,44,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/29/2020,Essex,0,4,3,74
1732,03/29/2020,0.046,43,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/29/2020,Essex,0,4,3,74
1733,03/29/2020,0.043,40,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,03/29/2020,Essex,0,4,3,74
1734,03/30/2020,0.043,40,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/30/2020,Essex,0,4,5,79
1735,03/30/2020,0.037000000000000005,34,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/30/2020,Essex,0,4,5,79
1736,03/30/2020,0.035,32,Huntington Wildlife Forest,14,82.0,Essex,43.9731,-74.2232,03/30/2020,Essex,0,4,5,79
1737,03/31/2020,0.049,45,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,03/31/2020,Essex,2,6,8,87
1738,03/31/2020,0.046,43,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,03/31/2020,Essex,2,6,8,87
1739,03/31/2020,0.037000000000000005,34,Huntington Wildlife Forest,24,100.0,Essex,43.9731,-74.2232,03/31/2020,Essex,2,6,8,87
1740,04/01/2020,0.046,43,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/01/2020,Essex,0,6,2,89
1741,04/01/2020,0.046,43,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/01/2020,Essex,0,6,2,89
1742,04/01/2020,0.042,39,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/01/2020,Essex,0,6,2,89
1743,04/02/2020,0.039,36,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/02/2020,Essex,0,6,2,91
1744,04/02/2020,0.037000000000000005,34,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/02/2020,Essex,0,6,2,91
1745,04/02/2020,0.036000000000000004,33,Huntington Wildlife Forest,14,82.0,Essex,43.9731,-74.2232,04/02/2020,Essex,0,6,2,91
1746,04/03/2020,0.047,44,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/03/2020,Essex,1,7,7,98
1747,04/03/2020,0.04,37,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/03/2020,Essex,1,7,7,98
1748,04/03/2020,0.033,31,Huntington Wildlife Forest,24,100.0,Essex,43.9731,-74.2232,04/03/2020,Essex,1,7,7,98
1749,04/04/2020,0.043,40,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/04/2020,Essex,0,7,4,102
1750,04/04/2020,0.033,31,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/04/2020,Essex,0,7,4,102
1751,04/04/2020,0.033,31,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/04/2020,Essex,0,7,4,102
1752,04/05/2020,0.037000000000000005,34,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/05/2020,Essex,0,7,4,106
1753,04/05/2020,0.034,31,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/05/2020,Essex,0,7,4,106
1754,04/05/2020,0.027000000000000003,25,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/05/2020,Essex,0,7,4,106
1755,04/06/2020,0.044000000000000004,41,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/06/2020,Essex,0,7,5,111
1756,04/06/2020,0.042,39,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/06/2020,Essex,0,7,5,111
1757,04/06/2020,0.04,37,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/06/2020,Essex,0,7,5,111
1758,04/07/2020,0.048,44,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/07/2020,Essex,0,7,4,115
1759,04/07/2020,0.047,44,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/07/2020,Essex,0,7,4,115
1760,04/07/2020,0.043,40,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/07/2020,Essex,0,7,4,115
1761,04/08/2020,0.045,42,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/08/2020,Essex,1,8,6,121
1762,04/08/2020,0.04,37,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/08/2020,Essex,1,8,6,121
1763,04/08/2020,0.042,39,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/08/2020,Essex,1,8,6,121
1764,04/09/2020,0.040999999999999995,38,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/09/2020,Essex,2,10,13,134
1765,04/09/2020,0.039,36,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/09/2020,Essex,2,10,13,134
1766,04/09/2020,0.036000000000000004,33,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/09/2020,Essex,2,10,13,134
1767,04/10/2020,0.036000000000000004,33,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/10/2020,Essex,2,12,4,138
1768,04/10/2020,0.036000000000000004,33,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/10/2020,Essex,2,12,4,138
1769,04/10/2020,0.034,31,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/10/2020,Essex,2,12,4,138
1770,04/11/2020,0.044000000000000004,41,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/11/2020,Essex,0,12,12,150
1771,04/11/2020,0.044000000000000004,41,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/11/2020,Essex,0,12,12,150
1772,04/11/2020,0.038,35,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/11/2020,Essex,0,12,12,150
1773,04/12/2020,0.052000000000000005,48,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/12/2020,Essex,0,12,5,155
1774,04/12/2020,0.05,46,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/12/2020,Essex,0,12,5,155
1775,04/12/2020,0.047,44,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/12/2020,Essex,0,12,5,155
1776,04/13/2020,0.049,45,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/13/2020,Essex,0,12,24,179
1777,04/13/2020,0.047,44,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/13/2020,Essex,0,12,24,179
1778,04/14/2020,0.048,44,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/14/2020,Essex,0,12,3,182
1779,04/14/2020,0.047,44,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/14/2020,Essex,0,12,3,182
1780,04/14/2020,0.043,40,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/14/2020,Essex,0,12,3,182
1781,04/15/2020,0.045,42,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/15/2020,Essex,0,12,8,190
1782,04/15/2020,0.044000000000000004,41,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/15/2020,Essex,0,12,8,190
1783,04/15/2020,0.043,40,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/15/2020,Essex,0,12,8,190
1784,04/16/2020,0.040999999999999995,38,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/16/2020,Essex,3,15,6,196
1785,04/16/2020,0.04,37,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/16/2020,Essex,3,15,6,196
1786,04/16/2020,0.037000000000000005,34,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/16/2020,Essex,3,15,6,196
1787,04/17/2020,0.048,44,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/17/2020,Essex,1,16,5,201
1788,04/17/2020,0.046,43,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/17/2020,Essex,1,16,5,201
1789,04/17/2020,0.045,42,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/17/2020,Essex,1,16,5,201
1790,04/18/2020,0.052000000000000005,48,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/18/2020,Essex,2,18,10,211
1791,04/18/2020,0.052000000000000005,48,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/18/2020,Essex,2,18,10,211
1792,04/18/2020,0.046,43,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/18/2020,Essex,2,18,10,211
1793,04/19/2020,0.05,46,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/19/2020,Essex,2,20,4,215
1794,04/19/2020,0.05,46,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/19/2020,Essex,2,20,4,215
1795,04/19/2020,0.046,43,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/19/2020,Essex,2,20,4,215
1796,04/20/2020,0.049,45,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/20/2020,Essex,1,21,5,220
1797,04/20/2020,0.042,39,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/20/2020,Essex,1,21,5,220
1798,04/20/2020,0.043,40,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/20/2020,Essex,1,21,5,220
1799,04/21/2020,0.047,44,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/21/2020,Essex,1,22,2,222
1800,04/21/2020,0.046,43,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/21/2020,Essex,1,22,2,222
1801,04/21/2020,0.040999999999999995,38,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/21/2020,Essex,1,22,2,222
1802,04/22/2020,0.046,43,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/22/2020,Essex,0,22,1,223
1803,04/22/2020,0.045,42,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/22/2020,Essex,0,22,1,223
1804,04/22/2020,0.044000000000000004,41,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/22/2020,Essex,0,22,1,223
1805,04/23/2020,0.051,47,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/23/2020,Essex,0,22,6,229
1806,04/23/2020,0.048,44,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/23/2020,Essex,0,22,6,229
1807,04/23/2020,0.045,42,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/23/2020,Essex,0,22,6,229
1808,04/24/2020,0.051,47,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/24/2020,Essex,2,24,35,264
1809,04/24/2020,0.05,46,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/24/2020,Essex,2,24,35,264
1810,04/24/2020,0.047,44,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/24/2020,Essex,2,24,35,264
1811,04/25/2020,0.052000000000000005,48,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/25/2020,Essex,0,24,15,279
1812,04/25/2020,0.049,45,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/25/2020,Essex,0,24,15,279
1813,04/25/2020,0.045,42,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/25/2020,Essex,0,24,15,279
1814,04/26/2020,0.049,45,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/26/2020,Essex,0,24,27,306
1815,04/26/2020,0.047,44,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/26/2020,Essex,0,24,27,306
1816,04/26/2020,0.044000000000000004,41,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/26/2020,Essex,0,24,27,306
1817,04/27/2020,0.042,39,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/27/2020,Essex,2,26,16,322
1818,04/27/2020,0.04,37,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/27/2020,Essex,2,26,16,322
1819,04/27/2020,0.034,31,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/27/2020,Essex,2,26,16,322
1820,04/28/2020,0.051,47,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/28/2020,Essex,1,27,19,341
1821,04/28/2020,0.048,44,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/28/2020,Essex,1,27,19,341
1822,04/28/2020,0.044000000000000004,41,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/28/2020,Essex,1,27,19,341
1823,04/29/2020,0.05,46,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/29/2020,Essex,1,28,22,363
1824,04/29/2020,0.046,43,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/29/2020,Essex,1,28,22,363
1825,04/29/2020,0.045,42,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/29/2020,Essex,1,28,22,363
1826,04/30/2020,0.049,45,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,04/30/2020,Essex,0,28,27,390
1827,04/30/2020,0.040999999999999995,38,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,04/30/2020,Essex,0,28,27,390
1828,04/30/2020,0.039,36,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,04/30/2020,Essex,0,28,27,390
1829,05/01/2020,0.047,44,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,05/01/2020,Essex,0,28,31,421
1830,05/01/2020,0.048,44,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,05/01/2020,Essex,0,28,31,421
1831,05/01/2020,0.040999999999999995,38,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,05/01/2020,Essex,0,28,31,421
1832,05/02/2020,0.05,46,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,05/02/2020,Essex,1,29,23,444
1833,05/02/2020,0.044000000000000004,41,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,05/02/2020,Essex,1,29,23,444
1834,05/02/2020,0.039,36,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,05/02/2020,Essex,1,29,23,444
1835,05/03/2020,0.053,49,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,05/03/2020,Essex,0,29,10,454
1836,05/03/2020,0.053,49,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,05/03/2020,Essex,0,29,10,454
1837,05/03/2020,0.051,47,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,05/03/2020,Essex,0,29,10,454
1838,05/04/2020,0.032,30,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,05/04/2020,Essex,1,30,26,480
1839,05/04/2020,0.032,30,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,05/04/2020,Essex,1,30,26,480
1840,05/04/2020,0.028999999999999998,27,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,05/04/2020,Essex,1,30,26,480
1841,05/05/2020,0.037000000000000005,34,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,05/05/2020,Essex,0,30,18,498
1842,05/05/2020,0.037000000000000005,34,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,05/05/2020,Essex,0,30,18,498
1843,05/05/2020,0.034,31,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,05/05/2020,Essex,0,30,18,498
1844,05/06/2020,0.042,39,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,05/06/2020,Essex,0,30,15,513
1845,05/06/2020,0.040999999999999995,38,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,05/06/2020,Essex,0,30,15,513
1846,05/06/2020,0.039,36,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,05/06/2020,Essex,0,30,15,513
1847,05/07/2020,0.046,43,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,05/07/2020,Essex,1,31,69,582
1848,05/07/2020,0.046,43,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,05/07/2020,Essex,1,31,69,582
1849,05/07/2020,0.044000000000000004,41,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,05/07/2020,Essex,1,31,69,582
1850,05/08/2020,0.039,36,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,05/08/2020,Essex,0,31,64,646
1851,05/08/2020,0.039,36,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,05/08/2020,Essex,0,31,64,646
1852,05/08/2020,0.036000000000000004,33,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,05/08/2020,Essex,0,31,64,646
1853,05/09/2020,0.037000000000000005,34,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,05/09/2020,Essex,1,32,111,757
1854,05/09/2020,0.037000000000000005,34,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,05/09/2020,Essex,1,32,111,757
1855,05/09/2020,0.035,32,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,05/09/2020,Essex,1,32,111,757
1856,05/10/2020,0.044000000000000004,41,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,05/10/2020,Essex,0,32,31,788
1857,05/10/2020,0.044000000000000004,41,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,05/10/2020,Essex,0,32,31,788
1858,05/10/2020,0.040999999999999995,38,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,05/10/2020,Essex,0,32,31,788
1859,05/11/2020,0.042,39,WHITEFACE SUMMIT,17,100.0,Essex,44.36608,-73.90312,05/11/2020,Essex,0,32,12,800
1860,05/11/2020,0.037000000000000005,34,WHITEFACE BASE,17,100.0,Essex,44.39308,-73.8589,05/11/2020,Essex,0,32,12,800
1861,05/11/2020,0.035,32,Huntington Wildlife Forest,17,100.0,Essex,43.9731,-74.2232,05/11/2020,Essex,0,32,12,800
