,Date,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
0,03/01/2020,3.8,16,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/01/2020,Albany,0,0,0,0
1,03/01/2020,5.6,23,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/01/2020,Albany,0,0,0,0
2,03/01/2020,3.5,15,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,03/01/2020,Albany,0,0,0,0
3,03/04/2020,4.0,17,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/04/2020,Albany,0,0,0,0
4,03/04/2020,4.0,17,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/04/2020,Albany,0,0,0,0
5,03/04/2020,7.4,31,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/04/2020,Albany,0,0,0,0
6,03/04/2020,3.7,15,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,03/04/2020,Albany,0,0,0,0
7,03/07/2020,2.2,9,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/07/2020,Albany,0,0,5,8
8,03/07/2020,3.7,15,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/07/2020,Albany,0,0,5,8
9,03/07/2020,2.7,11,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,03/07/2020,Albany,0,0,5,8
10,03/10/2020,6.3,26,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/10/2020,Albany,0,0,2,15
11,03/10/2020,6.8,28,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/10/2020,Albany,0,0,2,15
12,03/10/2020,8.2,34,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/10/2020,Albany,0,0,2,15
13,03/10/2020,5.9,25,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,03/10/2020,Albany,0,0,2,15
14,03/13/2020,2.2,9,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/13/2020,Albany,2,3,26,65
15,03/13/2020,4.2,18,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/13/2020,Albany,2,3,26,65
16,03/13/2020,2.4,10,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,03/13/2020,Albany,2,3,26,65
17,06/20/2020,6.8,28,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,06/20/2020,Albany,1,2054,784,41841
18,06/20/2020,8.0,33,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,06/20/2020,Albany,1,2054,784,41841
19,06/20/2020,10.2,43,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,06/20/2020,Albany,1,2054,784,41841
20,06/20/2020,6.5,27,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,06/20/2020,Albany,1,2054,784,41841
21,06/23/2020,9.8,41,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,06/23/2020,Albany,3,2065,586,43785
22,06/23/2020,12.2,51,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,06/23/2020,Albany,3,2065,586,43785
23,06/23/2020,9.4,39,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,06/23/2020,Albany,3,2065,586,43785
24,06/26/2020,5.7,24,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,06/26/2020,Albany,7,2091,799,46539
25,06/26/2020,6.1,25,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,06/26/2020,Albany,7,2091,799,46539
26,06/26/2020,8.3,35,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,06/26/2020,Albany,7,2091,799,46539
27,06/26/2020,5.0,21,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,06/26/2020,Albany,7,2091,799,46539
28,06/29/2020,5.6,23,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,06/29/2020,Albany,3,2102,543,48358
29,06/29/2020,8.7,36,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,06/29/2020,Albany,3,2102,543,48358
30,06/29/2020,5.5,23,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,06/29/2020,Albany,3,2102,543,48358
31,07/02/2020,6.3,26,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/02/2020,Albany,5,2130,805,50822
32,07/02/2020,6.8,28,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/02/2020,Albany,5,2130,805,50822
33,07/02/2020,9.6,40,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/02/2020,Albany,5,2130,805,50822
34,07/02/2020,7.4,31,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,07/02/2020,Albany,5,2130,805,50822
35,07/05/2020,16.6,60,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/05/2020,Albany,8,2160,626,53516
36,07/05/2020,20.1,68,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/05/2020,Albany,8,2160,626,53516
37,07/05/2020,10.8,45,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,07/05/2020,Albany,8,2160,626,53516
38,07/08/2020,8.6,36,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/08/2020,Albany,8,2183,1260,56217
39,07/08/2020,10.3,43,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/08/2020,Albany,8,2183,1260,56217
40,07/08/2020,11.3,47,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/08/2020,Albany,8,2183,1260,56217
41,07/08/2020,8.7,36,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,07/08/2020,Albany,8,2183,1260,56217
42,07/11/2020,3.9,16,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/11/2020,Albany,11,2219,815,58909
43,07/11/2020,4.7,20,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/11/2020,Albany,11,2219,815,58909
44,07/11/2020,4.0,17,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,07/11/2020,Albany,11,2219,815,58909
45,07/14/2020,4.5,19,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/14/2020,Albany,33,2280,860,61502
46,07/14/2020,6.7,28,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/14/2020,Albany,33,2280,860,61502
47,07/14/2020,4.0,17,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,07/14/2020,Albany,33,2280,860,61502
48,07/17/2020,4.8,20,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/17/2020,Albany,5,2315,816,64481
49,07/17/2020,6.5,27,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/17/2020,Albany,5,2315,816,64481
50,07/17/2020,4.2,18,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,07/17/2020,Albany,5,2315,816,64481
51,07/20/2020,6.9,29,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/20/2020,Albany,29,2351,1354,67047
52,07/20/2020,6.3,26,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/20/2020,Albany,29,2351,1354,67047
53,07/20/2020,8.1,34,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/20/2020,Albany,29,2351,1354,67047
54,07/20/2020,7.1,30,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,07/20/2020,Albany,29,2351,1354,67047
55,07/23/2020,5.3,22,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/23/2020,Albany,25,2426,896,69899
56,07/23/2020,6.7,28,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/23/2020,Albany,25,2426,896,69899
57,07/23/2020,5.6,23,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,07/23/2020,Albany,25,2426,896,69899
58,07/26/2020,7.2,30,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/26/2020,Albany,2,2453,820,72168
59,07/26/2020,7.2,30,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/26/2020,Albany,2,2453,820,72168
60,07/26/2020,10.2,43,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/26/2020,Albany,2,2453,820,72168
61,07/26/2020,6.7,28,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,07/26/2020,Albany,2,2453,820,72168
62,07/29/2020,6.2,26,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/29/2020,Albany,13,2493,763,74703
63,07/29/2020,8.5,35,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,07/29/2020,Albany,13,2493,763,74703
64,07/29/2020,5.2,22,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,07/29/2020,Albany,13,2493,763,74703
65,08/01/2020,6.1,25,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/01/2020,Albany,6,2521,463,76966
66,08/01/2020,6.2,26,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/01/2020,Albany,6,2521,463,76966
67,08/01/2020,8.1,34,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/01/2020,Albany,6,2521,463,76966
68,08/01/2020,5.4,23,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,08/01/2020,Albany,6,2521,463,76966
69,08/04/2020,4.8,20,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/04/2020,Albany,13,2556,1218,79483
70,08/04/2020,6.0,25,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/04/2020,Albany,13,2556,1218,79483
71,08/04/2020,4.8,20,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,08/04/2020,Albany,13,2556,1218,79483
72,08/07/2020,7.4,31,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/07/2020,Albany,8,2581,946,81986
73,08/07/2020,8.0,33,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/07/2020,Albany,8,2581,946,81986
74,08/07/2020,10.2,43,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/07/2020,Albany,8,2581,946,81986
75,08/07/2020,7.6,32,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,08/07/2020,Albany,8,2581,946,81986
76,08/10/2020,8.6,36,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/10/2020,Albany,14,2614,1127,84755
77,08/10/2020,11.9,50,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/10/2020,Albany,14,2614,1127,84755
78,08/10/2020,9.0,38,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,08/10/2020,Albany,14,2614,1127,84755
79,08/13/2020,7.8,33,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/13/2020,Albany,3,2639,1173,88431
80,08/13/2020,8.3,35,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/13/2020,Albany,3,2639,1173,88431
81,08/13/2020,10.4,43,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/13/2020,Albany,3,2639,1173,88431
82,08/13/2020,6.7,28,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,08/13/2020,Albany,3,2639,1173,88431
83,08/16/2020,7.3,30,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/16/2020,Albany,3,2657,700,91382
84,08/16/2020,10.9,45,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/16/2020,Albany,3,2657,700,91382
85,08/16/2020,6.9,29,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,08/16/2020,Albany,3,2657,700,91382
86,08/19/2020,4.0,17,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/19/2020,Albany,9,2684,1750,95320
87,08/19/2020,3.9,16,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/19/2020,Albany,9,2684,1750,95320
88,08/19/2020,6.2,26,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/19/2020,Albany,9,2684,1750,95320
89,08/19/2020,3.6,15,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,08/19/2020,Albany,9,2684,1750,95320
90,08/22/2020,8.0,33,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/22/2020,Albany,6,2699,1263,99362
91,08/22/2020,11.3,47,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/22/2020,Albany,6,2699,1263,99362
92,08/22/2020,7.6,32,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,08/22/2020,Albany,6,2699,1263,99362
93,08/25/2020,6.6,28,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/25/2020,Albany,7,2718,1042,101866
94,08/25/2020,7.4,31,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/25/2020,Albany,7,2718,1042,101866
95,08/25/2020,10.7,45,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/25/2020,Albany,7,2718,1042,101866
96,08/25/2020,7.0,29,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,08/25/2020,Albany,7,2718,1042,101866
97,08/28/2020,4.9,20,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/28/2020,Albany,8,2754,1183,105579
98,08/28/2020,9.0,38,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,08/28/2020,Albany,8,2754,1183,105579
99,08/28/2020,4.7,20,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,08/28/2020,Albany,8,2754,1183,105579
100,03/02/2020,10.0,42,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/02/2020,Albany,0,0,0,0
101,03/03/2020,13.8,55,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/03/2020,Albany,0,0,0,0
102,03/05/2020,4.1,17,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/05/2020,Albany,0,0,3,3
103,03/06/2020,9.6,40,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/06/2020,Albany,0,0,0,3
104,03/08/2020,6.9,29,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/08/2020,Albany,0,0,2,10
105,03/09/2020,7.7,32,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/09/2020,Albany,0,0,3,13
106,03/11/2020,5.7,24,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/11/2020,Albany,0,0,13,28
107,03/12/2020,7.3,30,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/12/2020,Albany,1,1,11,39
108,03/14/2020,3.7,15,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/14/2020,Albany,3,6,108,173
109,03/15/2020,4.5,19,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/15/2020,Albany,6,12,108,281
110,03/16/2020,4.6,19,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/16/2020,Albany,11,23,140,421
111,03/16/2020,3.1,13,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,03/16/2020,Albany,11,23,140,421
112,03/17/2020,6.4,27,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/17/2020,Albany,13,36,267,688
113,03/18/2020,5.1,21,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/18/2020,Albany,7,43,331,1019
114,03/19/2020,5.1,21,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/19/2020,Albany,18,61,450,1469
115,03/19/2020,2.4,10,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,03/19/2020,Albany,18,61,450,1469
116,03/20/2020,5.4,23,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/20/2020,Albany,27,88,499,1968
117,03/21/2020,4.2,18,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/21/2020,Albany,35,123,577,2545
118,03/22/2020,4.9,20,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/22/2020,Albany,4,127,197,2742
119,03/22/2020,3.0,13,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,03/22/2020,Albany,4,127,197,2742
120,03/23/2020,5.4,23,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/23/2020,Albany,19,146,144,2886
121,03/24/2020,7.3,30,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/24/2020,Albany,6,152,198,3084
122,03/25/2020,10.7,45,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/25/2020,Albany,19,171,93,3177
123,03/25/2020,5.2,22,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,03/25/2020,Albany,19,171,93,3177
124,03/26/2020,9.0,38,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/26/2020,Albany,16,187,112,3289
125,03/27/2020,4.4,18,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/27/2020,Albany,8,195,101,3390
126,03/28/2020,8.8,37,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/28/2020,Albany,10,205,73,3463
127,03/28/2020,6.0,25,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,03/28/2020,Albany,10,205,73,3463
128,03/29/2020,5.0,21,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/29/2020,Albany,12,217,61,3524
129,03/30/2020,1.7,7,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/30/2020,Albany,9,226,72,3596
130,03/31/2020,2.9,12,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,03/31/2020,Albany,14,240,108,3704
131,03/31/2020,1.6,7,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,03/31/2020,Albany,14,240,108,3704
132,04/01/2020,5.3,22,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/01/2020,Albany,13,253,106,3810
133,04/02/2020,3.6,15,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/02/2020,Albany,14,267,105,3915
134,04/03/2020,3.0,13,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/03/2020,Albany,26,293,123,4038
135,04/03/2020,1.8,8,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,04/03/2020,Albany,26,293,123,4038
136,04/04/2020,4.2,18,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/04/2020,Albany,12,305,117,4155
137,04/05/2020,5.1,21,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/05/2020,Albany,14,319,89,4244
138,04/06/2020,3.8,16,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/06/2020,Albany,14,333,86,4330
139,04/06/2020,2.5,10,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,04/06/2020,Albany,14,333,86,4330
140,04/07/2020,4.8,20,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/07/2020,Albany,9,342,74,4404
141,04/08/2020,5.1,21,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/08/2020,Albany,37,379,229,4633
142,04/09/2020,6.5,27,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/09/2020,Albany,47,426,332,4965
143,04/09/2020,3.1,13,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,04/09/2020,Albany,47,426,332,4965
144,04/10/2020,2.2,9,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/10/2020,Albany,20,446,159,5124
145,04/11/2020,3.8,16,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/11/2020,Albany,32,478,223,5347
146,04/12/2020,7.8,33,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/12/2020,Albany,21,499,193,5540
147,04/12/2020,5.4,23,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,04/12/2020,Albany,21,499,193,5540
148,04/13/2020,3.4,14,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/13/2020,Albany,36,535,216,5756
149,04/14/2020,4.0,17,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/14/2020,Albany,13,548,106,5862
150,04/15/2020,6.3,26,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/15/2020,Albany,33,581,301,6163
151,04/15/2020,3.2,13,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,04/15/2020,Albany,33,581,301,6163
152,04/16/2020,5.0,21,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/16/2020,Albany,38,619,273,6436
153,04/17/2020,7.5,31,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/17/2020,Albany,29,648,291,6727
154,04/18/2020,8.1,34,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/18/2020,Albany,34,682,305,7032
155,04/18/2020,4.2,18,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,04/18/2020,Albany,34,682,305,7032
156,04/19/2020,9.0,38,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/19/2020,Albany,5,687,103,7135
157,04/20/2020,4.7,20,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/20/2020,Albany,17,704,164,7299
158,04/21/2020,7.2,30,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/21/2020,Albany,33,737,236,7535
159,04/21/2020,3.6,15,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,04/21/2020,Albany,33,737,236,7535
160,04/22/2020,4.5,19,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/22/2020,Albany,21,758,178,7713
161,04/23/2020,6.2,26,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/23/2020,Albany,47,805,319,8032
162,04/24/2020,8.2,34,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/24/2020,Albany,94,899,626,8658
163,04/24/2020,5.2,22,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,04/24/2020,Albany,94,899,626,8658
164,04/25/2020,10.3,43,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/25/2020,Albany,49,948,402,9060
165,04/26/2020,4.6,19,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/26/2020,Albany,31,979,263,9323
166,04/27/2020,3.5,15,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/27/2020,Albany,30,1009,197,9520
167,04/27/2020,2.2,9,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,04/27/2020,Albany,30,1009,197,9520
168,04/28/2020,5.8,24,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/28/2020,Albany,58,1067,351,9871
169,04/29/2020,6.8,28,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/29/2020,Albany,98,1165,439,10310
170,04/30/2020,4.4,18,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,04/30/2020,Albany,39,1204,378,10688
171,04/30/2020,2.5,10,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,04/30/2020,Albany,39,1204,378,10688
172,05/01/2020,3.2,13,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,05/01/2020,Albany,34,1238,434,11122
173,05/02/2020,4.5,19,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,05/02/2020,Albany,20,1258,441,11563
174,05/03/2020,6.3,26,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,05/03/2020,Albany,29,1287,391,11954
175,05/03/2020,5.0,21,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,05/03/2020,Albany,29,1287,391,11954
176,05/04/2020,2.9,12,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,05/04/2020,Albany,7,1294,130,12084
177,05/05/2020,3.7,15,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,05/05/2020,Albany,27,1321,367,12451
178,05/06/2020,5.9,25,ALBANY COUNTY HEALTH DEPT,1,100.0,Albany,42.64225,-73.75464000000001,05/06/2020,Albany,27,1348,407,12858
179,05/06/2020,3.7,15,LOUDONVILLE,1,100.0,Albany,42.68075,-73.75733000000001,05/06/2020,Albany,27,1348,407,12858
