"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/20/2020","AQS","360130006","1","1.8","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/21/2020","AQS","360130006","1","0.9","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/22/2020","AQS","360130006","1","0.7","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/23/2020","AQS","360130006","1","3.8","ppb","4","DUNKIRK","21","88.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/24/2020","AQS","360130006","1","0.8","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/25/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/26/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/27/2020","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/28/2020","AQS","360130006","1","0.6","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/29/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/30/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/31/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/01/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/02/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/03/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/04/2020","AQS","360130006","1","1","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/05/2020","AQS","360130006","1","1.5","ppb","1","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/06/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/07/2020","AQS","360130006","1","0.7","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/08/2020","AQS","360130006","1","0.9","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/09/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/10/2020","AQS","360130006","1","0.5","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/11/2020","AQS","360130006","1","0.6","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/12/2020","AQS","360130006","1","1","ppb","1","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/13/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/14/2020","AQS","360130006","1","0.8","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/15/2020","AQS","360130006","1","1.6","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/16/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/17/2020","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/18/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/19/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/20/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/21/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/22/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/23/2020","AQS","360130006","1","0.7","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/24/2020","AQS","360130006","1","0.6","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/25/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/26/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/27/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/28/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"02/29/2020","AQS","360130006","1","0.5","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/01/2020","AQS","360130006","1","0.6","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/02/2020","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/03/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/04/2020","AQS","360130006","1","0.6","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/05/2020","AQS","360130006","1","0.4","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/06/2020","AQS","360130006","1","0.7","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/07/2020","AQS","360130006","1","1.4","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/08/2020","AQS","360130006","1","0.9","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/09/2020","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/10/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/11/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/12/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/13/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/14/2020","AQS","360130006","1","0.6","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/15/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/16/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/17/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/18/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/19/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","23","96.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/20/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/21/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/22/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/23/2020","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/24/2020","AQS","360130006","1","0.5","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/25/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/26/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/27/2020","AQS","360130006","1","0.5","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/28/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/29/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/30/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"03/31/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/01/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/02/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/03/2020","AQS","360130006","1","1.4","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/04/2020","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/05/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/06/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/07/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/08/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/09/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/10/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/11/2020","AQS","360130006","1","0.5","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/12/2020","AQS","360130006","1","0.7","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/13/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","21","88.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/14/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/15/2020","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/16/2020","AQS","360130006","1","0.8","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/17/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/18/2020","AQS","360130006","1","0.9","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/19/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/20/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/21/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/22/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/23/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/24/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/25/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/26/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/27/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/28/2020","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/29/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"04/30/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/01/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/02/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/03/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/04/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/05/2020","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/06/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/07/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/08/2020","AQS","360130006","1","0.2","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/09/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/10/2020","AQS","360130006","1","0.6","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/11/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/12/2020","AQS","360130006","1","0.6","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/13/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/14/2020","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/15/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/16/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/17/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/18/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/19/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/20/2020","AQS","360130006","1","0.1","ppb","0","DUNKIRK","21","88.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/21/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/22/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/23/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/24/2020","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/25/2020","AQS","360130006","1","0.6","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/26/2020","AQS","360130006","1","0.6","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"05/27/2020","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
