,Date,Daily Max 1-hour NO2 Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,CBSA_NAME,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
318,08/07/2020,35.9,33,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/07/2020,Bronx,63,50120,4634,504217
319,08/07/2020,27.2,25,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/07/2020,Bronx,63,50120,4634,504217
320,08/08/2020,15.4,14,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/08/2020,Bronx,68,50188,5261,509478
321,08/08/2020,14.1,13,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/08/2020,Bronx,68,50188,5261,509478
322,08/09/2020,19.4,18,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/09/2020,Bronx,38,50226,4747,514225
323,08/09/2020,21.7,20,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/09/2020,Bronx,38,50226,4747,514225
324,08/10/2020,21.3,20,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/10/2020,Bronx,52,50278,5083,519308
325,08/10/2020,27.7,25,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/10/2020,Bronx,52,50278,5083,519308
326,08/11/2020,23.0,22,IS 52,20,83.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/11/2020,Bronx,91,50369,7934,527242
327,08/11/2020,24.6,23,PFIZER LAB SITE,20,83.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/11/2020,Bronx,91,50369,7934,527242
328,08/12/2020,40.7,38,IS 52,22,92.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/12/2020,Bronx,116,50485,7110,534352
329,08/12/2020,45.3,42,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/12/2020,Bronx,116,50485,7110,534352
330,08/13/2020,35.1,33,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/13/2020,Bronx,94,50579,6420,540772
331,08/13/2020,33.0,31,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/13/2020,Bronx,94,50579,6420,540772
332,08/14/2020,15.1,14,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/14/2020,Bronx,72,50651,6849,547621
333,08/14/2020,12.8,11,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/14/2020,Bronx,72,50651,6849,547621
334,08/15/2020,10.1,9,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/15/2020,Bronx,73,50724,6399,554020
335,08/15/2020,10.9,9,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/15/2020,Bronx,73,50724,6399,554020
336,08/16/2020,6.1,6,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/16/2020,Bronx,62,50786,4742,558762
337,08/16/2020,4.9,4,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/16/2020,Bronx,62,50786,4742,558762
338,08/17/2020,27.9,25,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/17/2020,Bronx,54,50840,4675,563437
339,08/17/2020,33.6,31,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/17/2020,Bronx,54,50840,4675,563437
340,08/18/2020,30.5,28,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/18/2020,Bronx,67,50907,5591,569028
341,08/18/2020,32.9,30,PFIZER LAB SITE,19,79.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/18/2020,Bronx,67,50907,5591,569028
342,08/19/2020,44.7,42,IS 52,22,92.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/19/2020,Bronx,47,50954,5402,574430
343,08/19/2020,25.1,24,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/19/2020,Bronx,47,50954,5402,574430
344,08/20/2020,20.9,19,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/20/2020,Bronx,56,51010,6412,580842
345,08/20/2020,23.9,22,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/20/2020,Bronx,56,51010,6412,580842
346,08/21/2020,21.5,20,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/21/2020,Bronx,57,51067,6574,587416
347,08/21/2020,20.9,19,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/21/2020,Bronx,57,51067,6574,587416
348,08/22/2020,17.0,16,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/22/2020,Bronx,70,51137,4937,592353
349,08/22/2020,14.8,13,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/22/2020,Bronx,70,51137,4937,592353
350,08/23/2020,20.4,19,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/23/2020,Bronx,57,51194,5141,597494
351,08/23/2020,20.1,19,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/23/2020,Bronx,57,51194,5141,597494
352,08/24/2020,19.8,18,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/24/2020,Bronx,45,51239,4296,601790
353,08/24/2020,21.4,20,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/24/2020,Bronx,45,51239,4296,601790
354,08/25/2020,19.1,18,IS 52,20,83.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/25/2020,Bronx,53,51292,5358,607148
355,08/25/2020,16.8,15,PFIZER LAB SITE,19,79.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/25/2020,Bronx,53,51292,5358,607148
356,08/26/2020,11.5,10,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/26/2020,Bronx,65,51357,5535,612683
357,08/26/2020,11.2,10,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/26/2020,Bronx,65,51357,5535,612683
358,08/27/2020,28.1,26,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/27/2020,Bronx,49,51406,6190,618873
359,08/27/2020,26.6,25,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/27/2020,Bronx,49,51406,6190,618873
360,08/28/2020,19.0,18,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/28/2020,Bronx,62,51468,6305,625178
361,08/28/2020,26.9,25,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/28/2020,Bronx,62,51468,6305,625178
362,08/29/2020,19.3,18,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/29/2020,Bronx,65,51533,6778,631956
363,08/29/2020,18.6,17,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/29/2020,Bronx,65,51533,6778,631956
364,08/30/2020,11.4,10,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/30/2020,Bronx,77,51610,4854,636810
365,08/30/2020,12.5,11,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/30/2020,Bronx,77,51610,4854,636810
366,08/31/2020,16.2,15,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,08/31/2020,Bronx,53,51663,4880,641690
367,08/31/2020,13.1,12,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,08/31/2020,Bronx,53,51663,4880,641690
368,09/01/2020,24.2,23,IS 52,22,92.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/01/2020,Bronx,48,51711,7314,649004
369,09/01/2020,18.0,17,PFIZER LAB SITE,21,88.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/01/2020,Bronx,48,51711,7314,649004
370,09/02/2020,22.6,21,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/02/2020,Bronx,57,51768,5696,654700
371,09/02/2020,22.3,21,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/02/2020,Bronx,57,51768,5696,654700
372,09/03/2020,19.3,18,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/03/2020,Bronx,52,51820,6594,661294
373,09/03/2020,22.1,21,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/03/2020,Bronx,52,51820,6594,661294
374,09/04/2020,18.4,17,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/04/2020,Bronx,40,51860,6365,667659
375,09/04/2020,19.4,18,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/04/2020,Bronx,40,51860,6365,667659
376,09/05/2020,15.1,14,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/05/2020,Bronx,52,51912,5858,673517
377,09/05/2020,14.9,13,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/05/2020,Bronx,52,51912,5858,673517
378,09/06/2020,16.0,15,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/06/2020,Bronx,32,51944,4414,677931
379,09/06/2020,14.5,13,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/06/2020,Bronx,32,51944,4414,677931
380,09/07/2020,18.9,17,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/07/2020,Bronx,40,51984,5366,683297
381,09/07/2020,18.2,17,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/07/2020,Bronx,40,51984,5366,683297
382,09/08/2020,29.4,27,IS 52,21,88.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/08/2020,Bronx,34,52018,5571,688868
383,09/08/2020,17.8,16,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/08/2020,Bronx,34,52018,5571,688868
384,09/09/2020,29.0,27,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/09/2020,Bronx,58,52076,5655,694523
385,09/09/2020,20.0,19,PFIZER LAB SITE,20,83.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/09/2020,Bronx,58,52076,5655,694523
386,09/10/2020,25.0,24,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/10/2020,Bronx,49,52125,5615,700138
387,09/10/2020,22.4,21,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/10/2020,Bronx,49,52125,5615,700138
388,09/11/2020,25.1,24,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/11/2020,Bronx,61,52186,7455,707593
389,09/11/2020,20.3,19,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/11/2020,Bronx,61,52186,7455,707593
390,09/12/2020,10.6,9,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/12/2020,Bronx,49,52235,4625,712218
391,09/12/2020,8.7,8,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/12/2020,Bronx,49,52235,4625,712218
392,09/13/2020,12.1,11,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/13/2020,Bronx,46,52281,4288,716506
393,09/13/2020,11.9,10,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/13/2020,Bronx,46,52281,4288,716506
394,09/14/2020,12.9,11,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/14/2020,Bronx,54,52335,4856,721362
395,09/14/2020,14.3,13,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/14/2020,Bronx,54,52335,4856,721362
396,09/15/2020,20.3,19,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/15/2020,Bronx,36,52371,4810,726172
397,09/15/2020,18.5,17,PFIZER LAB SITE,20,83.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/15/2020,Bronx,36,52371,4810,726172
398,09/16/2020,31.7,29,IS 52,22,92.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/16/2020,Bronx,51,52422,5950,732122
399,09/16/2020,31.1,29,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/16/2020,Bronx,51,52422,5950,732122
400,09/19/2020,13.5,12,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/19/2020,Bronx,52,52578,7106,750926
401,09/19/2020,11.4,10,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/19/2020,Bronx,52,52578,7106,750926
402,09/20/2020,15.3,14,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/20/2020,Bronx,41,52619,3854,754780
403,09/20/2020,14.4,13,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/20/2020,Bronx,41,52619,3854,754780
404,09/21/2020,24.9,23,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/21/2020,Bronx,47,52666,5869,760649
405,09/21/2020,21.6,20,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/21/2020,Bronx,47,52666,5869,760649
406,09/22/2020,21.2,20,IS 52,20,83.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/22/2020,Bronx,44,52710,5074,765723
407,09/22/2020,14.1,13,PFIZER LAB SITE,19,79.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/22/2020,Bronx,44,52710,5074,765723
408,09/23/2020,31.3,29,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/23/2020,Bronx,46,52756,5812,771535
409,09/23/2020,30.7,28,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/23/2020,Bronx,46,52756,5812,771535
410,09/24/2020,41.7,39,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/24/2020,Bronx,59,52815,7131,778666
411,09/24/2020,46.8,43,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/24/2020,Bronx,59,52815,7131,778666
412,09/25/2020,39.4,37,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/25/2020,Bronx,57,52872,6388,785054
413,09/25/2020,46.0,43,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/25/2020,Bronx,57,52872,6388,785054
414,09/26/2020,27.9,25,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/26/2020,Bronx,48,52920,4941,789995
415,09/26/2020,26.9,25,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/26/2020,Bronx,48,52920,4941,789995
416,09/27/2020,19.3,18,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/27/2020,Bronx,36,52956,3456,793451
417,09/27/2020,8.4,8,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/27/2020,Bronx,36,52956,3456,793451
418,09/28/2020,15.6,14,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/28/2020,Bronx,69,53025,6624,800075
419,09/28/2020,17.3,16,PFIZER LAB SITE,21,88.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/28/2020,Bronx,69,53025,6624,800075
420,09/29/2020,21.4,20,IS 52,22,92.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/29/2020,Bronx,66,53091,6152,806227
421,09/29/2020,16.3,15,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/29/2020,Bronx,66,53091,6152,806227
422,09/30/2020,15.3,14,IS 52,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.816,-73.902,09/30/2020,Bronx,78,53169,6093,812320
423,09/30/2020,13.6,12,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/30/2020,Bronx,78,53169,6093,812320
424,09/17/2020,27.5,25,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/17/2020,Bronx,46,52468,5601,737723
425,09/18/2020,8.1,8,PFIZER LAB SITE,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",Bronx,40.8679,-73.87809,09/18/2020,Bronx,58,52526,6097,743820
426,03/01/2020,47.1,44,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/01/2020,Erie,0,0,0,0
427,03/02/2020,14.2,13,BUFFALO,20,83.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/02/2020,Erie,0,0,0,0
428,03/03/2020,34.8,32,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/03/2020,Erie,0,0,0,0
429,03/04/2020,10.2,9,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/04/2020,Erie,0,0,6,6
430,03/05/2020,23.2,22,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/05/2020,Erie,0,0,6,12
431,03/05/2020,26.6,25,Buffalo Near-Road,18,75.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,03/05/2020,Erie,0,0,6,12
432,03/06/2020,34.9,32,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/06/2020,Erie,0,0,0,12
433,03/06/2020,31.5,29,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,03/06/2020,Erie,0,0,0,12
434,03/07/2020,18.5,17,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/07/2020,Erie,0,0,2,14
435,03/07/2020,16.7,15,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,03/07/2020,Erie,0,0,2,14
436,03/08/2020,19.4,18,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/08/2020,Erie,0,0,1,15
437,03/08/2020,29.4,27,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,03/08/2020,Erie,0,0,1,15
438,03/09/2020,16.2,15,BUFFALO,19,79.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/09/2020,Erie,0,0,1,16
439,03/09/2020,23.1,22,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,03/09/2020,Erie,0,0,1,16
440,03/10/2020,14.6,13,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/10/2020,Erie,0,0,2,18
441,03/10/2020,17.9,16,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,03/10/2020,Erie,0,0,2,18
442,03/11/2020,31.1,29,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/11/2020,Erie,0,0,0,18
443,03/11/2020,25.7,24,Buffalo Near-Road,19,79.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,03/11/2020,Erie,0,0,0,18
444,03/12/2020,32.9,30,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/12/2020,Erie,0,0,13,31
445,03/12/2020,28.8,26,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,03/12/2020,Erie,0,0,13,31
446,03/13/2020,5.6,5,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/13/2020,Erie,0,0,5,36
447,03/13/2020,7.8,7,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,03/13/2020,Erie,0,0,5,36
448,03/14/2020,10.9,9,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/14/2020,Erie,3,3,22,58
449,03/14/2020,13.4,12,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,03/14/2020,Erie,3,3,22,58
450,03/15/2020,27.7,25,BUFFALO,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.8769066671345,-78.8095260117327,03/15/2020,Erie,3,6,10,68
451,03/15/2020,9.0,8,Buffalo Near-Road,24,100.0,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,42.9211072796373,-78.7658253281598,03/15/2020,Erie,3,6,10,68
