,Date,Daily Max 1-hour SO2 Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
0,03/01/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/01/2020,Albany,0,0,0,0
1,03/02/2020,0.7,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,03/02/2020,Albany,0,0,0,0
2,03/03/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/03/2020,Albany,0,0,0,0
3,03/04/2020,0.9,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/04/2020,Albany,0,0,0,0
4,03/05/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/05/2020,Albany,0,0,3,3
5,03/06/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/06/2020,Albany,0,0,0,3
6,03/07/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/07/2020,Albany,0,0,5,8
7,03/08/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/08/2020,Albany,0,0,2,10
8,03/09/2020,0.7,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/09/2020,Albany,0,0,3,13
9,03/10/2020,0.7,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,03/10/2020,Albany,0,0,2,15
10,03/11/2020,0.6,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/11/2020,Albany,0,0,13,28
11,03/12/2020,0.7,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/12/2020,Albany,1,1,11,39
12,03/13/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/13/2020,Albany,2,3,26,65
13,03/14/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/14/2020,Albany,3,6,108,173
14,03/15/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/15/2020,Albany,6,12,108,281
15,03/16/2020,0.8,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,03/16/2020,Albany,11,23,140,421
16,03/17/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/17/2020,Albany,13,36,267,688
17,03/18/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/18/2020,Albany,7,43,331,1019
18,03/19/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/19/2020,Albany,18,61,450,1469
19,03/20/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/20/2020,Albany,27,88,499,1968
20,03/21/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/21/2020,Albany,35,123,577,2545
21,03/22/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/22/2020,Albany,4,127,197,2742
22,03/23/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/23/2020,Albany,19,146,144,2886
23,03/24/2020,0.8,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/24/2020,Albany,6,152,198,3084
24,03/25/2020,0.4,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,03/25/2020,Albany,19,171,93,3177
25,03/26/2020,1.1,1,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/26/2020,Albany,16,187,112,3289
26,03/27/2020,0.8,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/27/2020,Albany,8,195,101,3390
27,03/28/2020,0.8,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/28/2020,Albany,10,205,73,3463
28,03/29/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/29/2020,Albany,12,217,61,3524
29,03/30/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/30/2020,Albany,9,226,72,3596
30,03/31/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,03/31/2020,Albany,14,240,108,3704
31,04/01/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/01/2020,Albany,13,253,106,3810
32,04/02/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/02/2020,Albany,14,267,105,3915
33,04/03/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/03/2020,Albany,26,293,123,4038
34,04/04/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/04/2020,Albany,12,305,117,4155
35,04/05/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/05/2020,Albany,14,319,89,4244
36,04/06/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/06/2020,Albany,14,333,86,4330
37,04/07/2020,0.4,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,04/07/2020,Albany,9,342,74,4404
38,04/08/2020,0.4,0,LOUDONVILLE,21,88.0,Albany,42.68075,-73.75733000000001,04/08/2020,Albany,37,379,229,4633
39,04/09/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/09/2020,Albany,47,426,332,4965
40,04/10/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/10/2020,Albany,20,446,159,5124
41,04/11/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/11/2020,Albany,32,478,223,5347
42,04/12/2020,1.1,1,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/12/2020,Albany,21,499,193,5540
43,04/13/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/13/2020,Albany,36,535,216,5756
44,04/14/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/14/2020,Albany,13,548,106,5862
45,04/15/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/15/2020,Albany,33,581,301,6163
46,04/16/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/16/2020,Albany,38,619,273,6436
47,04/17/2020,0.3,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,04/17/2020,Albany,29,648,291,6727
48,04/18/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/18/2020,Albany,34,682,305,7032
49,04/19/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/19/2020,Albany,5,687,103,7135
50,04/20/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/20/2020,Albany,17,704,164,7299
51,04/21/2020,6.2,9,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/21/2020,Albany,33,737,236,7535
52,04/22/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/22/2020,Albany,21,758,178,7713
53,04/23/2020,0.6,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/23/2020,Albany,47,805,319,8032
54,04/24/2020,1.9,1,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/24/2020,Albany,94,899,626,8658
55,04/25/2020,0.8,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/25/2020,Albany,49,948,402,9060
56,04/26/2020,1.5,1,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/26/2020,Albany,31,979,263,9323
57,04/27/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/27/2020,Albany,30,1009,197,9520
58,04/28/2020,1.5,1,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/28/2020,Albany,58,1067,351,9871
59,04/29/2020,1.8,1,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/29/2020,Albany,98,1165,439,10310
60,04/30/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,04/30/2020,Albany,39,1204,378,10688
61,05/01/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/01/2020,Albany,34,1238,434,11122
62,05/02/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/02/2020,Albany,20,1258,441,11563
63,05/03/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/03/2020,Albany,29,1287,391,11954
64,05/04/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/04/2020,Albany,7,1294,130,12084
65,05/05/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/05/2020,Albany,27,1321,367,12451
66,05/06/2020,0.7,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/06/2020,Albany,27,1348,407,12858
67,05/07/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/07/2020,Albany,36,1384,385,13243
68,05/08/2020,0.4,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,05/08/2020,Albany,32,1416,488,13731
69,05/09/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/09/2020,Albany,16,1432,455,14186
70,05/10/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/10/2020,Albany,24,1456,384,14570
71,05/11/2020,2.9,3,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/11/2020,Albany,23,1479,341,14911
72,05/12/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/12/2020,Albany,15,1494,335,15246
73,05/13/2020,1.2,1,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/13/2020,Albany,15,1509,546,15792
74,05/14/2020,0.5,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,05/14/2020,Albany,29,1538,541,16333
75,05/15/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/15/2020,Albany,34,1572,482,16815
76,05/16/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/16/2020,Albany,7,1579,411,17226
77,05/17/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/17/2020,Albany,31,1610,342,17568
78,05/18/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/18/2020,Albany,45,1655,398,17966
79,05/19/2020,0.6,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/19/2020,Albany,27,1682,697,18663
80,05/20/2020,0.8,0,LOUDONVILLE,21,88.0,Albany,42.68075,-73.75733000000001,05/20/2020,Albany,18,1700,650,19313
81,05/21/2020,0.7,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,05/21/2020,Albany,56,1756,920,20233
82,05/22/2020,0.8,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/22/2020,Albany,14,1770,655,20888
83,05/23/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/23/2020,Albany,12,1782,438,21326
84,05/24/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/24/2020,Albany,9,1791,378,21704
85,05/25/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/25/2020,Albany,2,1793,328,22032
86,05/26/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/26/2020,Albany,3,1796,369,22401
87,05/27/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/27/2020,Albany,18,1814,666,23067
88,05/28/2020,0.3,0,LOUDONVILLE,20,83.0,Albany,42.68075,-73.75733000000001,05/28/2020,Albany,20,1834,416,23483
89,05/29/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/29/2020,Albany,9,1843,521,24004
90,05/30/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/30/2020,Albany,17,1860,760,24764
91,05/31/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,05/31/2020,Albany,22,1882,537,25301
92,06/01/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/01/2020,Albany,18,1900,618,25919
93,06/02/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/02/2020,Albany,20,1920,1170,27089
94,06/03/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/03/2020,Albany,10,1930,817,27906
95,06/04/2020,0.2,0,LOUDONVILLE,21,88.0,Albany,42.68075,-73.75733000000001,06/04/2020,Albany,11,1941,1179,29085
96,06/05/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/05/2020,Albany,12,1953,1164,30249
97,06/06/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/06/2020,Albany,8,1961,751,31000
98,06/07/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/07/2020,Albany,17,1978,1194,32194
99,06/08/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/08/2020,Albany,5,1983,616,32810
100,06/09/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/09/2020,Albany,3,1986,569,33379
101,06/10/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/10/2020,Albany,10,1996,774,34153
102,06/11/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/11/2020,Albany,11,2007,1103,35256
103,06/12/2020,0.2,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,06/12/2020,Albany,9,2016,739,35995
104,06/13/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/13/2020,Albany,4,2020,874,36869
105,06/14/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/14/2020,Albany,2,2022,496,37365
106,06/15/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/15/2020,Albany,4,2026,577,37942
107,06/16/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/16/2020,Albany,3,2029,592,38534
108,06/17/2020,0.3,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,06/17/2020,Albany,5,2034,843,39377
109,06/18/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/18/2020,Albany,15,2049,1070,40447
110,06/19/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/19/2020,Albany,4,2053,610,41057
111,06/20/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/20/2020,Albany,1,2054,784,41841
112,06/21/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/21/2020,Albany,6,2060,931,42772
113,06/22/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/22/2020,Albany,2,2062,427,43199
114,06/23/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/23/2020,Albany,3,2065,586,43785
115,06/24/2020,0.1,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,06/24/2020,Albany,11,2076,1325,45110
116,06/25/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/25/2020,Albany,8,2084,630,45740
117,06/26/2020,0.6,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/26/2020,Albany,7,2091,799,46539
118,06/27/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/27/2020,Albany,6,2097,762,47301
119,06/28/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/28/2020,Albany,2,2099,514,47815
120,06/29/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,06/29/2020,Albany,3,2102,543,48358
121,06/30/2020,0.0,0,LOUDONVILLE,21,88.0,Albany,42.68075,-73.75733000000001,06/30/2020,Albany,10,2112,731,49089
122,07/01/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/01/2020,Albany,13,2125,928,50017
123,07/02/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/02/2020,Albany,5,2130,805,50822
124,07/03/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/03/2020,Albany,15,2145,970,51792
125,07/04/2020,1.2,1,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/04/2020,Albany,7,2152,1098,52890
126,07/05/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/05/2020,Albany,8,2160,626,53516
127,07/06/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/06/2020,Albany,4,2164,421,53937
128,07/07/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/07/2020,Albany,11,2175,1020,54957
129,07/08/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/08/2020,Albany,8,2183,1260,56217
130,07/09/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/09/2020,Albany,7,2190,625,56842
131,07/10/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/10/2020,Albany,18,2208,1252,58094
132,07/11/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/11/2020,Albany,11,2219,815,58909
133,07/12/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/12/2020,Albany,6,2225,594,59503
134,07/13/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/13/2020,Albany,22,2247,1139,60642
135,07/14/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/14/2020,Albany,33,2280,860,61502
136,07/15/2020,0.9,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/15/2020,Albany,10,2290,1065,62567
137,07/16/2020,0.1,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,07/16/2020,Albany,20,2310,1098,63665
138,07/17/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/17/2020,Albany,5,2315,816,64481
139,07/18/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/18/2020,Albany,3,2318,335,64816
140,07/19/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/19/2020,Albany,4,2322,877,65693
141,07/20/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/20/2020,Albany,29,2351,1354,67047
142,07/21/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/21/2020,Albany,18,2369,981,68028
143,07/22/2020,0.1,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,07/22/2020,Albany,32,2401,975,69003
144,07/23/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/23/2020,Albany,25,2426,896,69899
145,07/24/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/24/2020,Albany,12,2438,632,70531
146,07/25/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/25/2020,Albany,13,2451,817,71348
147,07/26/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/26/2020,Albany,2,2453,820,72168
148,07/27/2020,0.6,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/27/2020,Albany,15,2468,929,73097
149,07/28/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/28/2020,Albany,12,2480,843,73940
150,07/29/2020,0.6,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,07/29/2020,Albany,13,2493,763,74703
151,07/30/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/30/2020,Albany,10,2503,745,75448
152,07/31/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,07/31/2020,Albany,12,2515,1055,76503
153,08/01/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/01/2020,Albany,6,2521,463,76966
154,08/02/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/02/2020,Albany,10,2531,529,77495
155,08/03/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/03/2020,Albany,12,2543,770,78265
156,08/04/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/04/2020,Albany,13,2556,1218,79483
157,08/05/2020,0.2,0,LOUDONVILLE,21,88.0,Albany,42.68075,-73.75733000000001,08/05/2020,Albany,9,2565,800,80283
158,08/06/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/06/2020,Albany,8,2573,757,81040
159,08/07/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/07/2020,Albany,8,2581,946,81986
160,08/08/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/08/2020,Albany,14,2595,903,82889
161,08/09/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/09/2020,Albany,5,2600,739,83628
162,08/10/2020,0.4,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/10/2020,Albany,14,2614,1127,84755
163,08/11/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/11/2020,Albany,10,2624,1451,86206
164,08/12/2020,0.8,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/12/2020,Albany,12,2636,1052,87258
165,08/13/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/13/2020,Albany,3,2639,1173,88431
166,08/14/2020,0.2,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,08/14/2020,Albany,4,2643,1109,89540
167,08/15/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/15/2020,Albany,11,2654,1142,90682
168,08/16/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/16/2020,Albany,3,2657,700,91382
169,08/17/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/17/2020,Albany,4,2661,991,92373
170,08/18/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/18/2020,Albany,14,2675,1197,93570
171,08/19/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/19/2020,Albany,9,2684,1750,95320
172,08/20/2020,0.3,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,08/20/2020,Albany,7,2691,1443,96763
173,08/21/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/21/2020,Albany,2,2693,1336,98099
174,08/22/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/22/2020,Albany,6,2699,1263,99362
175,08/23/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/23/2020,Albany,2,2701,490,99852
176,08/24/2020,0.2,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,08/24/2020,Albany,10,2711,972,100824
177,08/25/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/25/2020,Albany,7,2718,1042,101866
178,08/26/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/26/2020,Albany,18,2736,1266,103132
179,08/27/2020,0.6,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/27/2020,Albany,10,2746,1264,104396
180,08/28/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/28/2020,Albany,8,2754,1183,105579
181,08/29/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/29/2020,Albany,10,2764,1519,107098
182,08/30/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/30/2020,Albany,6,2770,594,107692
183,08/31/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,08/31/2020,Albany,16,2786,841,108533
184,09/01/2020,0.3,0,LOUDONVILLE,23,96.0,Albany,42.68075,-73.75733000000001,09/01/2020,Albany,5,2791,1116,109649
185,09/02/2020,0.0,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/02/2020,Albany,11,2802,1655,111304
186,09/03/2020,1.0,1,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/03/2020,Albany,17,2819,899,112203
187,09/04/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/04/2020,Albany,4,2823,996,113199
188,09/05/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/05/2020,Albany,8,2831,824,114023
189,09/06/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/06/2020,Albany,2,2833,727,114750
190,09/07/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/07/2020,Albany,7,2840,665,115415
191,09/08/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/08/2020,Albany,6,2846,499,115914
192,09/09/2020,0.5,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/09/2020,Albany,13,2859,724,116638
193,09/10/2020,0.4,0,LOUDONVILLE,22,92.0,Albany,42.68075,-73.75733000000001,09/10/2020,Albany,23,2882,1326,117964
194,09/11/2020,0.1,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/11/2020,Albany,14,2896,1386,119350
195,09/12/2020,0.3,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/12/2020,Albany,19,2915,844,120194
196,09/13/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/13/2020,Albany,6,2921,555,120749
197,09/14/2020,0.2,0,LOUDONVILLE,24,100.0,Albany,42.68075,-73.75733000000001,09/14/2020,Albany,15,2936,797,121546
